po_id,material_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,unit_cost,on_time,delay_days
PO-000507,MAT-EXC-05,SUP-05,2024-06-02,2024-06-12,2024-06-12,101031.1,0.0151,True,0
PO-000508,MAT-PKG-02,SUP-06,2024-06-02,2024-06-10,2024-06-10,45355.8,0.0161,True,0
PO-000509,MAT-API-003,SUP-03,2024-06-09,2024-07-09,2024-07-09,748.9,0.193,True,0
PO-000510,MAT-API-004,SUP-04,2024-06-09,2024-08-08,2024-08-08,3742.9,0.058,True,0
PO-000511,MAT-API-018,SUP-02,2024-06-09,2024-07-27,2024-07-27,1525.3,0.886,True,0
PO-000512,MAT-API-019,SUP-03,2024-06-09,2024-07-09,2024-07-09,445.4,3.947,True,0
PO-000513,MAT-API-021,SUP-01,2024-06-09,2024-08-03,2024-08-03,4628.8,0.093,True,0
PO-000514,MAT-API-022,SUP-02,2024-06-09,2024-07-27,2024-07-27,1491.9,0.522,True,0
PO-000515,MAT-API-031,SUP-03,2024-06-09,2024-07-09,2024-07-20,4031.7,0.15,False,11
PO-000516,MAT-API-032,SUP-04,2024-06-09,2024-08-08,2024-08-17,1663.6,0.111,False,9
PO-000517,MAT-API-034,SUP-02,2024-06-09,2024-07-27,2024-08-09,2370.2,0.147,False,13
PO-000518,MAT-API-007,SUP-03,2024-06-16,2024-07-16,2024-07-25,461.3,0.545,False,9
PO-000519,MAT-API-033,SUP-01,2024-06-16,2024-08-10,2024-08-10,1634.1,0.087,True,0
PO-000520,MAT-API-038,SUP-02,2024-06-16,2024-08-03,2024-08-03,965.8,1.129,True,0
PO-000521,MAT-API-039,SUP-03,2024-06-16,2024-07-16,2024-07-16,560.7,0.438,True,0
PO-000522,MAT-API-040,SUP-04,2024-06-16,2024-08-15,2024-08-15,769.0,0.164,True,0
PO-000523,MAT-EXC-01,SUP-05,2024-06-16,2024-06-26,2024-06-26,54314.8,0.0079,True,0
PO-000524,MAT-PKG-01,SUP-06,2024-06-16,2024-06-24,2024-06-24,1362680.8,0.0596,True,0
PO-000525,MAT-API-002,SUP-02,2024-06-23,2024-08-10,2024-08-10,3720.2,0.134,True,0
PO-000526,MAT-API-009,SUP-01,2024-06-23,2024-08-17,2024-08-17,702.8,0.28,True,0
PO-000527,MAT-API-011,SUP-03,2024-06-23,2024-07-23,2024-07-23,2364.2,0.115,True,0
PO-000528,MAT-API-020,SUP-04,2024-06-23,2024-08-22,2024-08-22,5501.4,0.063,True,0
PO-000529,MAT-API-042,SUP-02,2024-06-23,2024-08-10,2024-08-10,462.1,17.503,True,0
PO-000530,MAT-EXC-02,SUP-05,2024-06-23,2024-07-03,2024-07-03,124538.2,0.0197,True,0
PO-000531,MAT-EXC-03,SUP-08,2024-06-23,2024-07-11,2024-07-11,285597.7,0.0131,True,0
PO-000532,MAT-EXC-04,SUP-08,2024-06-23,2024-07-11,2024-07-19,272891.2,0.0145,False,8
PO-000533,MAT-EXC-05,SUP-05,2024-06-23,2024-07-03,2024-07-03,113776.0,0.0151,True,0
PO-000534,MAT-PKG-03,SUP-07,2024-06-23,2024-07-07,2024-07-07,70311.5,0.0153,True,0
PO-000535,MAT-API-005,SUP-01,2024-06-30,2024-08-24,2024-09-09,1052.6,0.203,False,16
PO-000536,MAT-API-014,SUP-02,2024-06-30,2024-08-17,2024-08-17,1902.5,0.09,True,0
PO-000537,MAT-API-015,SUP-03,2024-06-30,2024-07-30,2024-07-30,1469.7,0.076,True,0
PO-000538,MAT-API-026,SUP-02,2024-06-30,2024-08-17,2024-08-17,514.0,0.155,True,0
PO-000539,MAT-API-036,SUP-04,2024-06-30,2024-08-29,2024-08-29,1131.3,0.107,True,0
PO-000540,MAT-PKG-02,SUP-06,2024-06-30,2024-07-08,2024-07-08,42961.8,0.0161,True,0
PO-000541,MAT-PKG-04,SUP-06,2024-06-30,2024-07-08,2024-07-08,52246.8,0.031,True,0
PO-000542,MAT-API-006,SUP-02,2024-07-07,2024-08-24,2024-08-24,1905.7,0.243,True,0
PO-000543,MAT-API-008,SUP-04,2024-07-07,2024-09-05,2024-09-05,1173.6,2.983,True,0
PO-000544,MAT-API-012,SUP-04,2024-07-07,2024-09-05,2024-09-05,2425.6,0.129,True,0
PO-000545,MAT-API-025,SUP-01,2024-07-07,2024-08-31,2024-08-31,2075.1,0.156,True,0
PO-000546,MAT-API-027,SUP-03,2024-07-07,2024-08-06,2024-08-06,375.1,0.084,True,0
PO-000547,MAT-API-035,SUP-03,2024-07-07,2024-08-06,2024-08-06,1362.8,0.165,True,0
PO-000548,MAT-EXC-01,SUP-05,2024-07-07,2024-07-17,2024-07-17,67858.9,0.0079,True,0
PO-000549,MAT-PKG-01,SUP-06,2024-07-07,2024-07-15,2024-07-15,1484702.5,0.0596,True,0
PO-000550,MAT-API-003,SUP-03,2024-07-14,2024-08-13,2024-08-13,730.3,0.193,True,0
PO-000551,MAT-API-017,SUP-01,2024-07-14,2024-09-07,2024-09-07,622.7,16.675,True,0
PO-000552,MAT-API-023,SUP-03,2024-07-14,2024-08-13,2024-08-27,660.1,2.346,False,14
PO-000553,MAT-API-031,SUP-03,2024-07-14,2024-08-13,2024-08-13,3397.9,0.15,True,0
PO-000554,MAT-EXC-02,SUP-05,2024-07-14,2024-07-24,2024-07-24,137564.2,0.0197,True,0
PO-000555,MAT-EXC-05,SUP-05,2024-07-14,2024-07-24,2024-07-24,130883.8,0.0151,True,0
PO-000556,MAT-API-013,SUP-01,2024-07-21,2024-09-14,2024-09-14,1025.4,0.187,True,0
PO-000557,MAT-API-019,SUP-03,2024-07-21,2024-08-20,2024-08-20,385.5,3.947,True,0
PO-000558,MAT-EXC-03,SUP-08,2024-07-21,2024-08-08,2024-08-08,326089.4,0.0131,True,0
PO-000559,MAT-PKG-03,SUP-07,2024-07-21,2024-08-04,2024-08-04,49374.3,0.0153,True,0
PO-000560,MAT-PKG-04,SUP-06,2024-07-21,2024-07-29,2024-07-29,31997.3,0.031,True,0
PO-000561,MAT-API-028,SUP-04,2024-07-28,2024-09-26,2024-09-26,2843.5,0.288,True,0
PO-000562,MAT-API-029,SUP-01,2024-07-28,2024-09-21,2024-09-21,2111.5,0.057,True,0
PO-000563,MAT-EXC-01,SUP-05,2024-07-28,2024-08-07,2024-08-07,50262.8,0.0079,True,0
PO-000564,MAT-PKG-01,SUP-06,2024-07-28,2024-08-05,2024-08-05,1226288.6,0.0596,True,0
PO-000565,MAT-PKG-02,SUP-06,2024-07-28,2024-08-05,2024-08-16,44722.7,0.0161,False,11
PO-000566,MAT-API-007,SUP-03,2024-08-04,2024-09-03,2024-09-03,460.4,0.545,True,0
PO-000567,MAT-API-011,SUP-03,2024-08-04,2024-09-03,2024-09-03,2291.5,0.115,True,0
PO-000568,MAT-API-022,SUP-02,2024-08-04,2024-09-21,2024-09-21,1197.0,0.522,True,0
PO-000569,MAT-API-030,SUP-02,2024-08-04,2024-09-21,2024-09-21,4187.5,0.074,True,0
PO-000570,MAT-API-039,SUP-03,2024-08-04,2024-09-03,2024-09-16,569.5,0.438,False,13
PO-000571,MAT-EXC-02,SUP-05,2024-08-04,2024-08-14,2024-08-14,162266.6,0.0197,True,0
PO-000572,MAT-EXC-04,SUP-08,2024-08-04,2024-08-22,2024-08-22,257049.5,0.0145,True,0
PO-000573,MAT-EXC-05,SUP-05,2024-08-04,2024-08-14,2024-08-14,97756.9,0.0151,True,0
PO-000574,MAT-API-021,SUP-01,2024-08-11,2024-10-05,2024-10-12,4387.8,0.093,False,7
PO-000575,MAT-API-037,SUP-01,2024-08-11,2024-10-05,2024-10-05,540.3,0.142,True,0
PO-000576,MAT-API-042,SUP-02,2024-08-11,2024-09-28,2024-09-28,474.6,17.503,True,0
PO-000577,MAT-PKG-03,SUP-07,2024-08-11,2024-08-25,2024-08-25,49520.6,0.0153,True,0
PO-000578,MAT-API-001,SUP-01,2024-08-18,2024-10-12,2024-10-22,2673.7,0.095,False,10
PO-000579,MAT-API-004,SUP-04,2024-08-18,2024-10-17,2024-10-17,3810.3,0.058,True,0
PO-000580,MAT-API-015,SUP-03,2024-08-18,2024-09-17,2024-09-17,1640.5,0.076,True,0
PO-000581,MAT-API-026,SUP-02,2024-08-18,2024-10-05,2024-10-17,585.3,0.155,False,12
PO-000582,MAT-API-027,SUP-03,2024-08-18,2024-09-17,2024-09-17,365.4,0.084,True,0
PO-000583,MAT-API-032,SUP-04,2024-08-18,2024-10-17,2024-10-28,1536.9,0.111,False,11
PO-000584,MAT-API-033,SUP-01,2024-08-18,2024-10-12,2024-10-28,1569.8,0.087,False,16
PO-000585,MAT-API-038,SUP-02,2024-08-18,2024-10-05,2024-10-05,1006.0,1.129,True,0
PO-000586,MAT-API-041,SUP-01,2024-08-18,2024-10-12,2024-10-12,904.6,0.248,True,0
PO-000587,MAT-EXC-01,SUP-05,2024-08-18,2024-08-28,2024-09-07,56207.5,0.0079,False,10
PO-000588,MAT-EXC-03,SUP-08,2024-08-18,2024-09-05,2024-09-05,341688.1,0.0131,True,0
PO-000589,MAT-PKG-01,SUP-06,2024-08-18,2024-08-26,2024-08-26,1424377.4,0.0596,True,0
PO-000590,MAT-PKG-04,SUP-06,2024-08-18,2024-08-26,2024-08-26,52246.8,0.031,True,0
PO-000591,MAT-API-002,SUP-02,2024-08-25,2024-10-12,2024-10-19,3915.5,0.134,False,7
PO-000592,MAT-API-003,SUP-03,2024-08-25,2024-09-24,2024-09-24,793.4,0.193,True,0
PO-000593,MAT-API-009,SUP-01,2024-08-25,2024-10-19,2024-10-29,670.8,0.28,False,10
PO-000594,MAT-API-018,SUP-02,2024-08-25,2024-10-12,2024-10-12,1562.5,0.886,True,0
PO-000595,MAT-API-024,SUP-04,2024-08-25,2024-10-24,2024-10-24,2388.5,0.147,True,0
PO-000596,MAT-API-031,SUP-03,2024-08-25,2024-09-24,2024-09-24,4364.5,0.15,True,0
PO-000597,MAT-API-034,SUP-02,2024-08-25,2024-10-12,2024-10-12,2241.7,0.147,True,0
PO-000598,MAT-API-035,SUP-03,2024-08-25,2024-09-24,2024-09-24,1409.1,0.165,True,0
PO-000599,MAT-API-040,SUP-04,2024-08-25,2024-10-24,2024-10-24,786.3,0.164,True,0
PO-000600,MAT-EXC-02,SUP-05,2024-08-25,2024-09-04,2024-09-04,116683.6,0.0197,True,0
PO-000601,MAT-EXC-05,SUP-05,2024-08-25,2024-09-04,2024-09-04,125317.5,0.0151,True,0
PO-000602,MAT-API-005,SUP-01,2024-09-01,2024-10-26,2024-11-03,1041.9,0.203,False,8
PO-000603,MAT-API-006,SUP-02,2024-09-01,2024-10-19,2024-10-19,1520.6,0.243,True,0
PO-000604,MAT-API-010,SUP-02,2024-09-01,2024-10-19,2024-10-19,4681.7,0.196,True,0
PO-000605,MAT-API-014,SUP-02,2024-09-01,2024-10-19,2024-10-19,1942.9,0.09,True,0
PO-000606,MAT-API-023,SUP-03,2024-09-01,2024-10-01,2024-10-01,864.5,2.346,True,0
PO-000607,MAT-EXC-04,SUP-08,2024-09-01,2024-09-19,2024-09-19,203705.2,0.0145,True,0
PO-000608,MAT-PKG-02,SUP-06,2024-09-01,2024-09-09,2024-09-09,27493.2,0.0161,True,0
PO-000609,MAT-PKG-03,SUP-07,2024-09-01,2024-09-15,2024-09-15,54762.8,0.0153,True,0
PO-000610,MAT-API-019,SUP-03,2024-09-08,2024-10-08,2024-10-08,432.3,3.947,True,0
PO-000611,MAT-API-020,SUP-04,2024-09-08,2024-11-07,2024-11-07,6022.7,0.063,True,0
PO-000612,MAT-API-036,SUP-04,2024-09-08,2024-11-07,2024-11-07,1074.4,0.107,True,0
PO-000613,MAT-PKG-01,SUP-06,2024-09-08,2024-09-16,2024-09-16,1136196.6,0.0596,True,0
PO-000614,MAT-PKG-04,SUP-06,2024-09-08,2024-09-16,2024-09-16,37221.5,0.031,True,0
PO-000615,MAT-API-016,SUP-04,2024-09-15,2024-11-14,2024-11-14,2040.1,0.22,True,0
PO-000616,MAT-API-025,SUP-01,2024-09-15,2024-11-09,2024-11-09,2076.7,0.156,True,0
PO-000617,MAT-API-039,SUP-03,2024-09-15,2024-10-15,2024-10-15,601.8,0.438,True,0
PO-000618,MAT-EXC-01,SUP-05,2024-09-15,2024-09-25,2024-09-25,55743.8,0.0079,True,0
PO-000619,MAT-EXC-02,SUP-05,2024-09-15,2024-09-25,2024-09-25,129905.7,0.0197,True,0
PO-000620,MAT-EXC-03,SUP-08,2024-09-15,2024-10-03,2024-10-03,316984.1,0.0131,True,0
PO-000621,MAT-EXC-05,SUP-05,2024-09-15,2024-09-25,2024-09-25,149682.1,0.0151,True,0
PO-000622,MAT-API-007,SUP-03,2024-09-22,2024-10-22,2024-10-22,474.9,0.545,True,0
PO-000623,MAT-API-008,SUP-04,2024-09-22,2024-11-21,2024-12-09,1064.8,2.983,False,18
PO-000624,MAT-API-011,SUP-03,2024-09-22,2024-10-22,2024-10-22,2356.8,0.115,True,0
PO-000625,MAT-PKG-01,SUP-06,2024-09-22,2024-09-30,2024-09-30,993101.8,0.0596,True,0
PO-000626,MAT-PKG-03,SUP-07,2024-09-22,2024-10-06,2024-10-06,48690.1,0.0153,True,0
PO-000627,MAT-API-015,SUP-03,2024-09-29,2024-10-29,2024-10-29,1365.2,0.076,True,0
PO-000628,MAT-API-017,SUP-01,2024-09-29,2024-11-23,2024-11-23,662.0,16.675,True,0
PO-000629,MAT-API-022,SUP-02,2024-09-29,2024-11-16,2024-11-16,1239.0,0.522,True,0
PO-000630,MAT-API-027,SUP-03,2024-09-29,2024-10-29,2024-10-29,354.5,0.084,True,0
PO-000631,MAT-API-031,SUP-03,2024-09-29,2024-10-29,2024-10-29,4461.5,0.15,True,0
PO-000632,MAT-PKG-02,SUP-06,2024-09-29,2024-10-07,2024-10-07,42116.4,0.0161,True,0
PO-000633,MAT-PKG-04,SUP-06,2024-09-29,2024-10-07,2024-10-07,29998.9,0.031,True,0
PO-000634,MAT-API-003,SUP-03,2024-10-06,2024-11-05,2024-11-05,751.1,0.193,True,0
PO-000635,MAT-API-013,SUP-01,2024-10-06,2024-11-30,2024-11-30,1050.9,0.187,True,0
PO-000636,MAT-API-026,SUP-02,2024-10-06,2024-11-23,2024-11-23,524.7,0.155,True,0
PO-000637,MAT-API-029,SUP-01,2024-10-06,2024-11-30,2024-11-30,2391.8,0.057,True,0
PO-000638,MAT-API-030,SUP-02,2024-10-06,2024-11-23,2024-11-23,4002.4,0.074,True,0
PO-000639,MAT-API-035,SUP-03,2024-10-06,2024-11-05,2024-11-05,1328.3,0.165,True,0
PO-000640,MAT-API-042,SUP-02,2024-10-06,2024-11-23,2024-12-06,488.5,17.503,False,13
PO-000641,MAT-EXC-01,SUP-05,2024-10-06,2024-10-16,2024-10-16,54940.9,0.0079,True,0
PO-000642,MAT-EXC-02,SUP-05,2024-10-06,2024-10-16,2024-10-16,131912.8,0.0197,True,0
PO-000643,MAT-EXC-04,SUP-08,2024-10-06,2024-10-24,2024-10-24,238518.2,0.0145,True,0
PO-000644,MAT-EXC-05,SUP-05,2024-10-06,2024-10-16,2024-10-16,102035.1,0.0151,True,0
PO-000645,MAT-API-012,SUP-04,2024-10-13,2024-12-12,2024-12-12,2596.9,0.129,True,0
PO-000646,MAT-API-038,SUP-02,2024-10-13,2024-11-30,2024-11-30,853.2,1.129,True,0
PO-000647,MAT-PKG-01,SUP-06,2024-10-13,2024-10-21,2024-10-31,1289156.8,0.0596,False,10
PO-000648,MAT-PKG-04,SUP-06,2024-10-13,2024-10-21,2024-10-21,32783.3,0.031,True,0
PO-000649,MAT-API-021,SUP-01,2024-10-20,2024-12-14,2024-12-14,4167.6,0.093,True,0
PO-000650,MAT-API-028,SUP-04,2024-10-20,2024-12-19,2024-12-19,2665.0,0.288,True,0
PO-000651,MAT-API-033,SUP-01,2024-10-20,2024-12-14,2024-12-14,1533.1,0.087,True,0
PO-000652,MAT-API-034,SUP-02,2024-10-20,2024-12-07,2024-12-07,2118.5,0.147,True,0
PO-000653,MAT-EXC-03,SUP-08,2024-10-20,2024-11-07,2024-11-07,366420.1,0.0131,True,0
PO-000654,MAT-PKG-03,SUP-07,2024-10-20,2024-11-03,2024-11-14,71121.3,0.0153,False,11
PO-000655,MAT-API-014,SUP-02,2024-10-27,2024-12-14,2024-12-14,2012.1,0.09,True,0
PO-000656,MAT-API-019,SUP-03,2024-10-27,2024-11-26,2024-11-26,368.6,3.947,True,0
PO-000657,MAT-API-023,SUP-03,2024-10-27,2024-11-26,2024-11-26,830.0,2.346,True,0
PO-000658,MAT-API-024,SUP-04,2024-10-27,2024-12-26,2024-12-26,1973.5,0.147,True,0
PO-000659,MAT-API-032,SUP-04,2024-10-27,2024-12-26,2024-12-26,1659.9,0.111,True,0
PO-000660,MAT-API-037,SUP-01,2024-10-27,2024-12-21,2024-12-31,568.6,0.142,False,18
PO-000661,MAT-API-039,SUP-03,2024-10-27,2024-11-26,2024-11-26,568.5,0.438,True,0
PO-000662,MAT-EXC-01,SUP-05,2024-10-27,2024-11-06,2024-11-06,54279.9,0.0079,True,0
PO-000663,MAT-EXC-02,SUP-05,2024-10-27,2024-11-06,2024-11-06,135310.6,0.0197,True,0
PO-000664,MAT-EXC-05,SUP-05,2024-10-27,2024-11-06,2024-11-06,113310.3,0.0151,True,0
PO-000665,MAT-PKG-02,SUP-06,2024-10-27,2024-11-04,2024-11-04,43027.8,0.0161,True,0
PO-000666,MAT-PKG-04,SUP-06,2024-10-27,2024-11-04,2024-11-04,31371.1,0.031,True,0
PO-000667,MAT-API-001,SUP-01,2024-11-03,2024-12-28,2024-12-31,2481.3,0.095,False,10
PO-000668,MAT-API-005,SUP-01,2024-11-03,2024-12-28,2024-12-28,1129.4,0.203,True,0
PO-000669,MAT-API-006,SUP-02,2024-11-03,2024-12-21,2024-12-21,1541.9,0.243,True,0
PO-000670,MAT-API-009,SUP-01,2024-11-03,2024-12-28,2024-12-28,678.5,0.28,True,0
PO-000671,MAT-API-011,SUP-03,2024-11-03,2024-12-03,2024-12-03,2260.9,0.115,True,0
PO-000672,MAT-EXC-04,SUP-08,2024-11-03,2024-11-21,2024-11-21,196549.3,0.0145,True,0
PO-000673,MAT-API-002,SUP-02,2024-11-10,2024-12-28,2024-12-28,3717.4,0.134,True,0
PO-000674,MAT-API-007,SUP-03,2024-11-10,2024-12-10,2024-12-29,499.0,0.545,False,19
PO-000675,MAT-API-010,SUP-02,2024-11-10,2024-12-28,2024-12-28,4445.1,0.196,True,0
PO-000676,MAT-API-018,SUP-02,2024-11-10,2024-12-28,2024-12-28,1622.9,0.886,True,0
PO-000677,MAT-API-027,SUP-03,2024-11-10,2024-12-10,2024-12-10,383.0,0.084,True,0
PO-000678,MAT-API-031,SUP-03,2024-11-10,2024-12-10,2024-12-10,4103.7,0.15,True,0
PO-000679,MAT-PKG-01,SUP-06,2024-11-10,2024-11-18,2024-11-18,1276789.8,0.0596,True,0
PO-000680,MAT-API-004,SUP-04,2024-11-17,2025-01-16,2024-12-31,3520.7,0.058,True,0
PO-000681,MAT-API-041,SUP-01,2024-11-17,2025-01-11,2024-12-31,894.3,0.248,True,0
PO-000682,MAT-EXC-01,SUP-05,2024-11-17,2024-11-27,2024-11-27,51325.0,0.0079,True,0
PO-000683,MAT-EXC-02,SUP-05,2024-11-17,2024-11-27,2024-11-27,114307.2,0.0197,True,0
PO-000684,MAT-API-015,SUP-03,2024-11-24,2024-12-24,2024-12-24,1499.4,0.076,True,0
PO-000685,MAT-API-020,SUP-04,2024-11-24,2025-01-23,2024-12-31,5615.4,0.063,True,0
PO-000686,MAT-API-022,SUP-02,2024-11-24,2025-01-11,2024-12-31,1294.6,0.522,True,0
PO-000687,MAT-API-026,SUP-02,2024-11-24,2025-01-11,2024-12-31,545.6,0.155,True,0
PO-000688,MAT-API-035,SUP-03,2024-11-24,2024-12-24,2024-12-24,1412.5,0.165,True,0
PO-000689,MAT-EXC-03,SUP-08,2024-11-24,2024-12-12,2024-12-12,346431.5,0.0131,True,0
PO-000690,MAT-EXC-05,SUP-05,2024-11-24,2024-12-04,2024-12-04,161326.9,0.0151,True,0
PO-000691,MAT-PKG-02,SUP-06,2024-11-24,2024-12-02,2024-12-02,47708.0,0.0161,True,0
PO-000692,MAT-PKG-04,SUP-06,2024-11-24,2024-12-02,2024-12-02,52246.8,0.031,True,0
PO-000693,MAT-API-003,SUP-03,2024-12-01,2024-12-31,2024-12-31,1017.7,0.193,True,0
PO-000694,MAT-API-017,SUP-01,2024-12-01,2025-01-25,2024-12-31,530.6,16.675,True,0
PO-000695,MAT-API-025,SUP-01,2024-12-01,2025-01-25,2024-12-31,2052.5,0.156,True,0
PO-000696,MAT-EXC-04,SUP-08,2024-12-01,2024-12-19,2024-12-19,228717.8,0.0145,True,0
PO-000697,MAT-PKG-01,SUP-06,2024-12-01,2024-12-09,2024-12-09,1323332.2,0.0596,True,0
PO-000698,MAT-PKG-03,SUP-07,2024-12-01,2024-12-15,2024-12-15,66976.0,0.0153,True,0
PO-000699,MAT-API-008,SUP-04,2024-12-08,2025-02-06,2024-12-31,1077.8,2.983,True,0
PO-000700,MAT-API-023,SUP-03,2024-12-08,2025-01-07,2024-12-31,724.8,2.346,True,0
PO-000701,MAT-API-040,SUP-04,2024-12-08,2025-02-06,2024-12-31,961.9,0.164,True,0
PO-000702,MAT-API-042,SUP-02,2024-12-08,2025-01-25,2024-12-31,458.1,17.503,True,0
PO-000703,MAT-EXC-01,SUP-05,2024-12-08,2024-12-18,2024-12-18,56571.5,0.0079,True,0
PO-000704,MAT-EXC-02,SUP-05,2024-12-08,2024-12-18,2024-12-18,144171.8,0.0197,True,0
PO-000705,MAT-API-013,SUP-01,2024-12-15,2025-02-08,2024-12-31,1038.6,0.187,True,0
PO-000706,MAT-API-019,SUP-03,2024-12-15,2025-01-14,2024-12-31,415.7,3.947,True,0
PO-000707,MAT-API-021,SUP-01,2024-12-15,2025-02-08,2024-12-31,4173.8,0.093,True,0
PO-000708,MAT-API-027,SUP-03,2024-12-15,2025-01-14,2024-12-31,330.5,0.084,True,0
PO-000709,MAT-API-029,SUP-01,2024-12-15,2025-02-08,2024-12-31,2472.7,0.057,True,0
PO-000710,MAT-API-036,SUP-04,2024-12-15,2025-02-13,2024-12-31,1331.0,0.107,True,0
PO-000711,MAT-PKG-04,SUP-06,2024-12-15,2024-12-23,2024-12-23,30163.1,0.031,True,0
PO-000712,MAT-API-011,SUP-03,2024-12-22,2025-01-21,2024-12-31,2275.3,0.115,True,0
PO-000713,MAT-API-016,SUP-04,2024-12-22,2025-02-20,2024-12-31,2148.7,0.22,True,0
PO-000714,MAT-API-031,SUP-03,2024-12-22,2025-01-21,2024-12-31,4629.5,0.15,False,10
PO-000715,MAT-API-034,SUP-02,2024-12-22,2025-02-08,2024-12-31,2009.7,0.147,True,0
PO-000716,MAT-API-038,SUP-02,2024-12-22,2025-02-08,2024-12-31,1021.4,1.129,True,0
PO-000717,MAT-API-039,SUP-03,2024-12-22,2025-01-21,2024-12-31,734.6,0.438,True,0
PO-000718,MAT-EXC-03,SUP-08,2024-12-22,2025-01-09,2024-12-31,282016.6,0.0131,True,0
PO-000719,MAT-EXC-05,SUP-05,2024-12-22,2025-01-01,2024-12-31,122580.9,0.0151,True,0
PO-000720,MAT-PKG-01,SUP-06,2024-12-22,2024-12-30,2024-12-30,1206339.8,0.0596,True,0
PO-000721,MAT-PKG-02,SUP-06,2024-12-22,2024-12-30,2024-12-30,46148.6,0.0161,True,0
PO-000722,MAT-API-006,SUP-02,2024-12-29,2025-02-15,2024-12-31,1415.7,0.243,False,17
PO-000723,MAT-API-024,SUP-04,2024-12-29,2025-02-27,2024-12-31,2007.4,0.147,True,0
PO-000724,MAT-API-032,SUP-04,2024-12-29,2025-02-27,2024-12-31,1745.6,0.111,True,0
PO-000725,MAT-API-037,SUP-01,2024-12-29,2025-02-22,2024-12-31,552.1,0.142,True,0
PO-000726,MAT-EXC-01,SUP-05,2024-12-29,2025-01-08,2024-12-31,56325.5,0.0079,True,0
PO-000727,MAT-EXC-02,SUP-05,2024-12-29,2025-01-08,2024-12-31,149674.5,0.0197,True,0
PO-000728,MAT-EXC-04,SUP-08,2024-12-29,2025-01-16,2024-12-31,202700.1,0.0145,False,17
PO-000729,MAT-PKG-03,SUP-07,2024-12-29,2025-01-12,2024-12-31,57180.0,0.0153,True,0
