batch_id,product_id,plant_id,production_date,expiry_date,quantity_produced,qc_pass
BATCH-000698,SKU-019,PLANT-B,2023-10-02,2025-10-01,19597,True
BATCH-000699,SKU-019,PLANT-B,2023-10-24,2025-10-23,20061,True
BATCH-000700,SKU-019,PLANT-B,2023-11-20,2025-11-19,19191,True
BATCH-000701,SKU-019,PLANT-B,2023-12-15,2025-12-14,20567,True
BATCH-000702,SKU-019,PLANT-B,2024-01-10,2026-01-09,16807,True
BATCH-000703,SKU-019,PLANT-B,2024-02-02,2026-02-01,17376,True
BATCH-000704,SKU-019,PLANT-B,2024-02-26,2026-02-25,17231,True
BATCH-000705,SKU-019,PLANT-B,2024-03-22,2026-03-22,18514,True
BATCH-000706,SKU-019,PLANT-B,2024-04-16,2026-04-16,18065,True
BATCH-000707,SKU-019,PLANT-B,2024-05-13,2026-05-13,20043,True
BATCH-000708,SKU-019,PLANT-B,2024-06-04,2026-06-04,18759,True
BATCH-000709,SKU-019,PLANT-B,2024-06-26,2026-06-26,17534,True
BATCH-000710,SKU-019,PLANT-B,2024-07-19,2026-07-19,16047,True
BATCH-000711,SKU-019,PLANT-B,2024-08-12,2026-08-12,17479,True
BATCH-000712,SKU-019,PLANT-B,2024-09-03,2026-09-03,20177,True
BATCH-000713,SKU-019,PLANT-B,2024-09-30,2026-09-30,15510,True
BATCH-000714,SKU-019,PLANT-B,2024-10-23,2026-10-23,16597,True
BATCH-000715,SKU-019,PLANT-B,2024-11-18,2026-11-18,19760,True
BATCH-000716,SKU-019,PLANT-B,2024-12-13,2026-12-13,16448,True
BATCH-000717,SKU-020,PLANT-B,2022-12-19,2025-06-06,47426,True
BATCH-000718,SKU-020,PLANT-B,2023-01-02,2025-06-20,55447,True
BATCH-000719,SKU-020,PLANT-B,2023-01-19,2025-07-07,60231,True
BATCH-000720,SKU-020,PLANT-B,2023-02-01,2025-07-20,56823,True
BATCH-000721,SKU-020,PLANT-B,2023-02-16,2025-08-04,53282,True
BATCH-000722,SKU-020,PLANT-B,2023-03-01,2025-08-17,56192,True
BATCH-000723,SKU-020,PLANT-B,2023-03-15,2025-08-31,50473,True
BATCH-000724,SKU-020,PLANT-B,2023-04-03,2025-09-19,46659,True
BATCH-000725,SKU-020,PLANT-B,2023-04-18,2025-10-04,45145,True
BATCH-000726,SKU-020,PLANT-B,2023-05-05,2025-10-21,50479,True
BATCH-000727,SKU-020,PLANT-B,2023-05-22,2025-11-07,54942,True
BATCH-000728,SKU-020,PLANT-B,2023-06-07,2025-11-23,45518,True
BATCH-000729,SKU-020,PLANT-B,2023-06-23,2025-12-09,50762,True
BATCH-000730,SKU-020,PLANT-B,2023-07-10,2025-12-26,60214,True
BATCH-000731,SKU-020,PLANT-B,2023-07-27,2026-01-12,51209,True
BATCH-000732,SKU-020,PLANT-B,2023-08-14,2026-01-30,54572,True
BATCH-000733,SKU-020,PLANT-B,2023-08-28,2026-02-13,57275,True
BATCH-000734,SKU-020,PLANT-B,2023-09-11,2026-02-27,48089,True
BATCH-000735,SKU-020,PLANT-B,2023-09-25,2026-03-13,57653,True
BATCH-000736,SKU-020,PLANT-B,2023-10-11,2026-03-29,49823,True
BATCH-000737,SKU-020,PLANT-B,2023-10-26,2026-04-13,51023,True
BATCH-000738,SKU-020,PLANT-B,2023-11-09,2026-04-27,48904,True
BATCH-000739,SKU-020,PLANT-B,2023-11-27,2026-05-15,58007,True
BATCH-000740,SKU-020,PLANT-B,2023-12-12,2026-05-30,58418,True
BATCH-000741,SKU-020,PLANT-B,2023-12-26,2026-06-13,44872,True
BATCH-000742,SKU-020,PLANT-B,2024-01-12,2026-06-30,54236,True
BATCH-000743,SKU-020,PLANT-B,2024-01-25,2026-07-13,44997,True
BATCH-000744,SKU-020,PLANT-B,2024-02-09,2026-07-28,51916,True
BATCH-000745,SKU-020,PLANT-B,2024-02-26,2026-08-14,47528,True
BATCH-000746,SKU-020,PLANT-B,2024-03-13,2026-08-30,53627,True
BATCH-000747,SKU-020,PLANT-B,2024-03-27,2026-09-13,44988,True
BATCH-000748,SKU-020,PLANT-B,2024-04-10,2026-09-27,53687,True
BATCH-000749,SKU-020,PLANT-B,2024-04-23,2026-10-10,51423,True
BATCH-000750,SKU-020,PLANT-B,2024-05-07,2026-10-24,53288,True
BATCH-000751,SKU-020,PLANT-B,2024-05-21,2026-11-07,49004,True
BATCH-000752,SKU-020,PLANT-B,2024-06-03,2026-11-20,48196,True
BATCH-000753,SKU-020,PLANT-B,2024-06-17,2026-12-04,56128,True
BATCH-000754,SKU-020,PLANT-B,2024-07-02,2026-12-19,57303,True
BATCH-000755,SKU-020,PLANT-B,2024-07-18,2027-01-04,52627,True
BATCH-000756,SKU-020,PLANT-B,2024-07-31,2027-01-17,56447,True
BATCH-000757,SKU-020,PLANT-B,2024-08-15,2027-02-01,60274,True
BATCH-000758,SKU-020,PLANT-B,2024-09-02,2027-02-19,55839,True
BATCH-000759,SKU-020,PLANT-B,2024-09-17,2027-03-06,56382,True
BATCH-000760,SKU-020,PLANT-B,2024-10-03,2027-03-22,55311,True
BATCH-000761,SKU-020,PLANT-B,2024-10-18,2027-04-06,49724,True
BATCH-000762,SKU-020,PLANT-B,2024-11-04,2027-04-23,56744,True
BATCH-000763,SKU-020,PLANT-B,2024-11-18,2027-05-07,45227,True
BATCH-000764,SKU-020,PLANT-B,2024-12-02,2027-05-21,52881,True
BATCH-000765,SKU-020,PLANT-B,2024-12-16,2027-06-04,51501,True
BATCH-000766,SKU-020,PLANT-B,2024-12-31,2027-06-19,46511,True
BATCH-000767,SKU-021,PLANT-B,2022-12-26,2025-06-13,31469,True
BATCH-000768,SKU-021,PLANT-B,2023-01-03,2025-06-21,33147,True
BATCH-000769,SKU-021,PLANT-B,2023-01-16,2025-07-04,30777,True
BATCH-000770,SKU-021,PLANT-B,2023-01-30,2025-07-18,32321,True
BATCH-000771,SKU-021,PLANT-B,2023-02-10,2025-07-29,29784,True
BATCH-000772,SKU-021,PLANT-B,2023-02-20,2025-08-08,31843,True
BATCH-000773,SKU-021,PLANT-B,2023-03-02,2025-08-18,30594,True
BATCH-000774,SKU-021,PLANT-B,2023-03-13,2025-08-29,31152,True
BATCH-000775,SKU-021,PLANT-B,2023-03-22,2025-09-07,34982,True
BATCH-000776,SKU-021,PLANT-B,2023-04-03,2025-09-19,27161,True
BATCH-000777,SKU-021,PLANT-B,2023-04-14,2025-09-30,31138,False
BATCH-000778,SKU-021,PLANT-B,2023-04-25,2025-10-11,28601,True
BATCH-000779,SKU-021,PLANT-B,2023-05-04,2025-10-20,32898,True
BATCH-000780,SKU-021,PLANT-B,2023-05-12,2025-10-28,27291,False
BATCH-000781,SKU-021,PLANT-B,2023-05-24,2025-11-09,32204,True
BATCH-000782,SKU-021,PLANT-B,2023-06-01,2025-11-17,27921,True
BATCH-000783,SKU-021,PLANT-B,2023-06-12,2025-11-28,34396,True
BATCH-000784,SKU-021,PLANT-B,2023-06-26,2025-12-12,27504,True
BATCH-000785,SKU-021,PLANT-B,2023-07-06,2025-12-22,36140,True
BATCH-000786,SKU-021,PLANT-B,2023-07-14,2025-12-30,35271,True
BATCH-000787,SKU-021,PLANT-B,2023-07-24,2026-01-09,34205,True
BATCH-000788,SKU-021,PLANT-B,2023-08-02,2026-01-18,31422,True
BATCH-000789,SKU-021,PLANT-B,2023-08-14,2026-01-30,29007,True
BATCH-000790,SKU-021,PLANT-B,2023-08-24,2026-02-09,28839,True
BATCH-000791,SKU-021,PLANT-B,2023-09-04,2026-02-20,33592,True
BATCH-000792,SKU-021,PLANT-B,2023-09-18,2026-03-06,32932,True
BATCH-000793,SKU-021,PLANT-B,2023-09-29,2026-03-17,34550,True
BATCH-000794,SKU-021,PLANT-B,2023-10-09,2026-03-27,32904,True
BATCH-000795,SKU-021,PLANT-B,2023-10-17,2026-04-04,27339,True
BATCH-000796,SKU-021,PLANT-B,2023-10-25,2026-04-12,29728,True
BATCH-000797,SKU-021,PLANT-B,2023-11-06,2026-04-24,31442,True
BATCH-000798,SKU-021,PLANT-B,2023-11-16,2026-05-04,33547,True
BATCH-000799,SKU-021,PLANT-B,2023-11-27,2026-05-15,30146,False
BATCH-000800,SKU-021,PLANT-B,2023-12-07,2026-05-25,34381,True
BATCH-000801,SKU-021,PLANT-B,2023-12-19,2026-06-06,33574,True
BATCH-000802,SKU-021,PLANT-B,2023-12-27,2026-06-14,28888,True
BATCH-000803,SKU-021,PLANT-B,2024-01-08,2026-06-26,27883,True
BATCH-000804,SKU-021,PLANT-B,2024-01-16,2026-07-04,33659,True
BATCH-000805,SKU-021,PLANT-B,2024-01-29,2026-07-17,34467,True
BATCH-000806,SKU-021,PLANT-B,2024-02-06,2026-07-25,28895,True
BATCH-000807,SKU-021,PLANT-B,2024-02-15,2026-08-03,31297,True
BATCH-000808,SKU-021,PLANT-B,2024-02-26,2026-08-14,29273,True
BATCH-000809,SKU-021,PLANT-B,2024-03-11,2026-08-28,29547,True
BATCH-000810,SKU-021,PLANT-B,2024-03-22,2026-09-08,31888,True
BATCH-000811,SKU-021,PLANT-B,2024-04-01,2026-09-18,31218,True
BATCH-000812,SKU-021,PLANT-B,2024-04-10,2026-09-27,27481,True
BATCH-000813,SKU-021,PLANT-B,2024-04-19,2026-10-06,34361,True
BATCH-000814,SKU-021,PLANT-B,2024-04-29,2026-10-16,30118,True
BATCH-000815,SKU-021,PLANT-B,2024-05-07,2026-10-24,32347,True
BATCH-000816,SKU-021,PLANT-B,2024-05-17,2026-11-03,33347,True
BATCH-000817,SKU-021,PLANT-B,2024-05-27,2026-11-13,35416,True
BATCH-000818,SKU-021,PLANT-B,2024-06-07,2026-11-24,32391,True
BATCH-000819,SKU-021,PLANT-B,2024-06-18,2026-12-05,28600,True
BATCH-000820,SKU-021,PLANT-B,2024-06-27,2026-12-14,36029,True
BATCH-000821,SKU-021,PLANT-B,2024-07-08,2026-12-25,29084,True
BATCH-000822,SKU-021,PLANT-B,2024-07-19,2027-01-05,33711,True
BATCH-000823,SKU-021,PLANT-B,2024-07-29,2027-01-15,28954,True
BATCH-000824,SKU-021,PLANT-B,2024-08-08,2027-01-25,31297,True
BATCH-000825,SKU-021,PLANT-B,2024-08-19,2027-02-05,28748,True
BATCH-000826,SKU-021,PLANT-B,2024-08-28,2027-02-14,30102,True
BATCH-000827,SKU-021,PLANT-B,2024-09-09,2027-02-26,27060,True
BATCH-000828,SKU-021,PLANT-B,2024-09-19,2027-03-08,34848,True
BATCH-000829,SKU-021,PLANT-B,2024-09-30,2027-03-19,30358,True
BATCH-000830,SKU-021,PLANT-B,2024-10-14,2027-04-02,27137,True
BATCH-000831,SKU-021,PLANT-B,2024-10-22,2027-04-10,29993,True
BATCH-000832,SKU-021,PLANT-B,2024-11-01,2027-04-20,30883,True
BATCH-000833,SKU-021,PLANT-B,2024-11-13,2027-05-02,27908,True
BATCH-000834,SKU-021,PLANT-B,2024-11-22,2027-05-11,31742,True
BATCH-000835,SKU-021,PLANT-B,2024-12-04,2027-05-23,29474,True
BATCH-000836,SKU-021,PLANT-B,2024-12-12,2027-05-31,28519,True
BATCH-000837,SKU-021,PLANT-B,2024-12-23,2027-06-11,33488,True
BATCH-000838,SKU-022,PLANT-B,2022-12-26,2024-12-25,26354,True
BATCH-000839,SKU-022,PLANT-B,2023-01-10,2025-01-09,24807,True
BATCH-000840,SKU-022,PLANT-B,2023-01-23,2025-01-22,21580,True
BATCH-000841,SKU-022,PLANT-B,2023-02-07,2025-02-06,27356,True
BATCH-000842,SKU-022,PLANT-B,2023-02-20,2025-02-19,26798,True
BATCH-000843,SKU-022,PLANT-B,2023-03-06,2025-03-05,27775,True
BATCH-000844,SKU-022,PLANT-B,2023-03-20,2025-03-19,27270,True
BATCH-000845,SKU-022,PLANT-B,2023-04-03,2025-04-02,26747,True
BATCH-000846,SKU-022,PLANT-B,2023-04-17,2025-04-16,26316,True
BATCH-000847,SKU-022,PLANT-B,2023-05-01,2025-04-30,24104,True
BATCH-000848,SKU-022,PLANT-B,2023-05-12,2025-05-11,27039,True
BATCH-000849,SKU-022,PLANT-B,2023-05-25,2025-05-24,27906,True
BATCH-000850,SKU-022,PLANT-B,2023-06-08,2025-06-07,25715,True
BATCH-000851,SKU-022,PLANT-B,2023-06-23,2025-06-22,27553,True
BATCH-000852,SKU-022,PLANT-B,2023-07-05,2025-07-04,21347,True
BATCH-000853,SKU-022,PLANT-B,2023-07-20,2025-07-19,28783,True
BATCH-000854,SKU-022,PLANT-B,2023-08-01,2025-07-31,28110,True
BATCH-000855,SKU-022,PLANT-B,2023-08-14,2025-08-13,25565,True
BATCH-000856,SKU-022,PLANT-B,2023-08-25,2025-08-24,23203,True
BATCH-000857,SKU-022,PLANT-B,2023-09-11,2025-09-10,25752,True
BATCH-000858,SKU-022,PLANT-B,2023-09-25,2025-09-24,23396,True
BATCH-000859,SKU-022,PLANT-B,2023-10-09,2025-10-08,23480,True
BATCH-000860,SKU-022,PLANT-B,2023-10-23,2025-10-22,27060,True
BATCH-000861,SKU-022,PLANT-B,2023-11-06,2025-11-05,22495,True
BATCH-000862,SKU-022,PLANT-B,2023-11-20,2025-11-19,26924,True
BATCH-000863,SKU-022,PLANT-B,2023-12-04,2025-12-03,22363,True
BATCH-000864,SKU-022,PLANT-B,2023-12-19,2025-12-18,23509,True
BATCH-000865,SKU-022,PLANT-B,2024-01-03,2026-01-02,28063,True
BATCH-000866,SKU-022,PLANT-B,2024-01-15,2026-01-14,21682,True
BATCH-000867,SKU-022,PLANT-B,2024-01-26,2026-01-25,21900,True
BATCH-000868,SKU-022,PLANT-B,2024-02-12,2026-02-11,23654,True
BATCH-000869,SKU-022,PLANT-B,2024-02-26,2026-02-25,22003,True
BATCH-000870,SKU-022,PLANT-B,2024-03-12,2026-03-12,28332,True
BATCH-000871,SKU-022,PLANT-B,2024-03-27,2026-03-27,24595,True
BATCH-000872,SKU-022,PLANT-B,2024-04-08,2026-04-08,23099,True
BATCH-000873,SKU-022,PLANT-B,2024-04-22,2026-04-22,24854,True
BATCH-000874,SKU-022,PLANT-B,2024-05-06,2026-05-06,23698,True
BATCH-000875,SKU-022,PLANT-B,2024-05-21,2026-05-21,22836,True
BATCH-000876,SKU-022,PLANT-B,2024-06-03,2026-06-03,24391,True
BATCH-000877,SKU-022,PLANT-B,2024-06-17,2026-06-17,24478,True
BATCH-000878,SKU-022,PLANT-B,2024-07-02,2026-07-02,22372,True
BATCH-000879,SKU-022,PLANT-B,2024-07-15,2026-07-15,23567,True
BATCH-000880,SKU-022,PLANT-B,2024-07-29,2026-07-29,24961,True
BATCH-000881,SKU-022,PLANT-B,2024-08-13,2026-08-13,23937,True
BATCH-000882,SKU-022,PLANT-B,2024-08-26,2026-08-26,28315,True
BATCH-000883,SKU-022,PLANT-B,2024-09-09,2026-09-09,23834,True
BATCH-000884,SKU-022,PLANT-B,2024-09-23,2026-09-23,22638,True
BATCH-000885,SKU-022,PLANT-B,2024-10-07,2026-10-07,26350,True
BATCH-000886,SKU-022,PLANT-B,2024-10-21,2026-10-21,27610,True
BATCH-000887,SKU-022,PLANT-B,2024-11-04,2026-11-04,26383,True
BATCH-000888,SKU-022,PLANT-B,2024-11-18,2026-11-18,22809,True
BATCH-000889,SKU-022,PLANT-B,2024-11-29,2026-11-29,28490,True
BATCH-000890,SKU-022,PLANT-B,2024-12-10,2026-12-10,25799,True
BATCH-000891,SKU-022,PLANT-B,2024-12-24,2026-12-24,21968,True
BATCH-000892,SKU-023,PLANT-B,2022-12-26,2024-06-18,25619,True
BATCH-000893,SKU-023,PLANT-B,2023-01-09,2024-07-02,21967,True
BATCH-000894,SKU-023,PLANT-B,2023-01-23,2024-07-16,22751,True
BATCH-000895,SKU-023,PLANT-B,2023-02-06,2024-07-30,23475,True
BATCH-000896,SKU-023,PLANT-B,2023-02-21,2024-08-14,23470,True
BATCH-000897,SKU-023,PLANT-B,2023-03-06,2024-08-27,24237,True
BATCH-000898,SKU-023,PLANT-B,2023-03-20,2024-09-10,19130,True
BATCH-000899,SKU-023,PLANT-B,2023-03-31,2024-09-21,19215,True
BATCH-000900,SKU-023,PLANT-B,2023-04-12,2024-10-03,24941,True
BATCH-000901,SKU-023,PLANT-B,2023-04-24,2024-10-15,20404,True
BATCH-000902,SKU-023,PLANT-B,2023-05-05,2024-10-26,20349,True
BATCH-000903,SKU-023,PLANT-B,2023-05-18,2024-11-08,24406,True
BATCH-000904,SKU-023,PLANT-B,2023-05-29,2024-11-19,21930,True
BATCH-000905,SKU-023,PLANT-B,2023-06-12,2024-12-03,22318,True
BATCH-000906,SKU-023,PLANT-B,2023-06-26,2024-12-17,24085,True
BATCH-000907,SKU-023,PLANT-B,2023-07-10,2024-12-31,22853,True
BATCH-000908,SKU-023,PLANT-B,2023-07-24,2025-01-14,25555,True
BATCH-000909,SKU-023,PLANT-B,2023-08-07,2025-01-28,22203,True
BATCH-000910,SKU-023,PLANT-B,2023-08-18,2025-02-08,25043,True
BATCH-000911,SKU-023,PLANT-B,2023-08-31,2025-02-21,22738,True
BATCH-000912,SKU-023,PLANT-B,2023-09-12,2025-03-05,19126,True
BATCH-000913,SKU-023,PLANT-B,2023-09-25,2025-03-18,20209,True
BATCH-000914,SKU-023,PLANT-B,2023-10-09,2025-04-01,21337,True
BATCH-000915,SKU-023,PLANT-B,2023-10-24,2025-04-16,22597,True
BATCH-000916,SKU-023,PLANT-B,2023-11-06,2025-04-29,24108,True
BATCH-000917,SKU-023,PLANT-B,2023-11-20,2025-05-13,23138,True
BATCH-000918,SKU-023,PLANT-B,2023-12-04,2025-05-27,24311,True
BATCH-000919,SKU-023,PLANT-B,2023-12-15,2025-06-07,22197,True
BATCH-000920,SKU-023,PLANT-B,2023-12-27,2025-06-19,24411,True
BATCH-000921,SKU-023,PLANT-B,2024-01-08,2025-07-01,19579,True
BATCH-000922,SKU-023,PLANT-B,2024-01-22,2025-07-15,22248,True
BATCH-000923,SKU-023,PLANT-B,2024-02-05,2025-07-29,19295,True
BATCH-000924,SKU-023,PLANT-B,2024-02-20,2025-08-13,19396,True
BATCH-000925,SKU-023,PLANT-B,2024-03-06,2025-08-28,19649,True
BATCH-000926,SKU-023,PLANT-B,2024-03-20,2025-09-11,25395,True
BATCH-000927,SKU-023,PLANT-B,2024-04-02,2025-09-24,19164,True
BATCH-000928,SKU-023,PLANT-B,2024-04-16,2025-10-08,20867,True
BATCH-000929,SKU-023,PLANT-B,2024-04-30,2025-10-22,22706,True
BATCH-000930,SKU-023,PLANT-B,2024-05-14,2025-11-05,24796,True
BATCH-000931,SKU-023,PLANT-B,2024-05-29,2025-11-20,19196,True
BATCH-000932,SKU-023,PLANT-B,2024-06-10,2025-12-02,20997,True
BATCH-000933,SKU-023,PLANT-B,2024-06-24,2025-12-16,20673,True
BATCH-000934,SKU-023,PLANT-B,2024-07-08,2025-12-30,24012,True
BATCH-000935,SKU-023,PLANT-B,2024-07-22,2026-01-13,19366,True
BATCH-000936,SKU-023,PLANT-B,2024-08-02,2026-01-24,22619,True
BATCH-000937,SKU-023,PLANT-B,2024-08-15,2026-02-06,20265,True
BATCH-000938,SKU-023,PLANT-B,2024-08-29,2026-02-20,23771,True
BATCH-000939,SKU-023,PLANT-B,2024-09-12,2026-03-06,19610,True
BATCH-000940,SKU-023,PLANT-B,2024-09-25,2026-03-19,21240,True
BATCH-000941,SKU-023,PLANT-B,2024-10-07,2026-03-31,22402,True
BATCH-000942,SKU-023,PLANT-B,2024-10-21,2026-04-14,19332,True
BATCH-000943,SKU-023,PLANT-B,2024-11-04,2026-04-28,22766,True
BATCH-000944,SKU-023,PLANT-B,2024-11-19,2026-05-13,25317,True
BATCH-000945,SKU-023,PLANT-B,2024-12-02,2026-05-26,24039,True
BATCH-000946,SKU-023,PLANT-B,2024-12-16,2026-06-09,20722,True
BATCH-000947,SKU-023,PLANT-B,2024-12-27,2026-06-20,19517,True
BATCH-000948,SKU-024,PLANT-A,2022-12-23,2025-06-10,41815,False
BATCH-000949,SKU-024,PLANT-A,2023-01-13,2025-07-01,40590,True
BATCH-000950,SKU-024,PLANT-A,2023-02-02,2025-07-21,37432,True
BATCH-000951,SKU-024,PLANT-A,2023-02-23,2025-08-11,35914,True
BATCH-000952,SKU-024,PLANT-A,2023-03-15,2025-08-31,43747,True
BATCH-000953,SKU-024,PLANT-A,2023-04-06,2025-09-22,39887,True
BATCH-000954,SKU-024,PLANT-A,2023-04-25,2025-10-11,41454,True
BATCH-000955,SKU-024,PLANT-A,2023-05-18,2025-11-03,34733,True
BATCH-000956,SKU-024,PLANT-A,2023-06-09,2025-11-25,35433,True
BATCH-000957,SKU-024,PLANT-A,2023-07-03,2025-12-19,35149,True
BATCH-000958,SKU-024,PLANT-A,2023-07-24,2026-01-09,35191,True
BATCH-000959,SKU-024,PLANT-A,2023-08-14,2026-01-30,36279,True
BATCH-000960,SKU-024,PLANT-A,2023-09-04,2026-02-20,46058,True
BATCH-000961,SKU-024,PLANT-A,2023-09-26,2026-03-14,42997,True
BATCH-000962,SKU-024,PLANT-A,2023-10-19,2026-04-06,45228,True
BATCH-000963,SKU-024,PLANT-A,2023-11-09,2026-04-27,37266,True
BATCH-000964,SKU-024,PLANT-A,2023-11-30,2026-05-18,46346,True
BATCH-000965,SKU-024,PLANT-A,2023-12-19,2026-06-06,45524,True
BATCH-000966,SKU-024,PLANT-A,2024-01-11,2026-06-29,39881,True
BATCH-000967,SKU-024,PLANT-A,2024-01-30,2026-07-18,43656,True
BATCH-000968,SKU-024,PLANT-A,2024-02-22,2026-08-10,35247,True
BATCH-000969,SKU-024,PLANT-A,2024-03-13,2026-08-30,39085,True
BATCH-000970,SKU-024,PLANT-A,2024-04-05,2026-09-22,34427,True
BATCH-000971,SKU-024,PLANT-A,2024-04-29,2026-10-16,44635,True
BATCH-000972,SKU-024,PLANT-A,2024-05-22,2026-11-08,40761,True
BATCH-000973,SKU-024,PLANT-A,2024-06-12,2026-11-29,36212,True
BATCH-000974,SKU-024,PLANT-A,2024-07-04,2026-12-21,35136,True
BATCH-000975,SKU-024,PLANT-A,2024-07-29,2027-01-15,38370,True
BATCH-000976,SKU-024,PLANT-A,2024-08-19,2027-02-05,34517,True
BATCH-000977,SKU-024,PLANT-A,2024-09-09,2027-02-26,37179,True
BATCH-000978,SKU-024,PLANT-A,2024-09-30,2027-03-19,39648,True
BATCH-000979,SKU-024,PLANT-A,2024-10-21,2027-04-09,42347,True
BATCH-000980,SKU-024,PLANT-A,2024-11-12,2027-05-01,43800,True
BATCH-000981,SKU-024,PLANT-A,2024-12-04,2027-05-23,40160,True
BATCH-000982,SKU-024,PLANT-A,2024-12-26,2027-06-14,37259,True
BATCH-000983,SKU-025,PLANT-A,2022-12-26,2025-06-13,22569,True
BATCH-000984,SKU-025,PLANT-A,2023-01-06,2025-06-24,25001,True
BATCH-000985,SKU-025,PLANT-A,2023-01-18,2025-07-06,29219,True
BATCH-000986,SKU-025,PLANT-A,2023-01-30,2025-07-18,28800,True
BATCH-000987,SKU-025,PLANT-A,2023-02-10,2025-07-29,25742,True
BATCH-000988,SKU-025,PLANT-A,2023-02-21,2025-08-09,26442,True
BATCH-000989,SKU-025,PLANT-A,2023-03-03,2025-08-19,25905,True
BATCH-000990,SKU-025,PLANT-A,2023-03-14,2025-08-30,25880,True
BATCH-000991,SKU-025,PLANT-A,2023-03-28,2025-09-13,25411,True
BATCH-000992,SKU-025,PLANT-A,2023-04-10,2025-09-26,24982,True
BATCH-000993,SKU-025,PLANT-A,2023-04-24,2025-10-10,24607,True
BATCH-000994,SKU-025,PLANT-A,2023-05-08,2025-10-24,24669,True
BATCH-000995,SKU-025,PLANT-A,2023-05-19,2025-11-04,24295,True
BATCH-000996,SKU-025,PLANT-A,2023-05-31,2025-11-16,24137,True
BATCH-000997,SKU-025,PLANT-A,2023-06-12,2025-11-28,24332,True
BATCH-000998,SKU-025,PLANT-A,2023-06-23,2025-12-09,22753,True
BATCH-000999,SKU-025,PLANT-A,2023-07-05,2025-12-21,25839,True
BATCH-001000,SKU-025,PLANT-A,2023-07-19,2026-01-04,25313,True
BATCH-001001,SKU-025,PLANT-A,2023-07-31,2026-01-16,22991,True
BATCH-001002,SKU-025,PLANT-A,2023-08-11,2026-01-27,26080,True
BATCH-001003,SKU-025,PLANT-A,2023-08-25,2026-02-10,23544,False
BATCH-001004,SKU-025,PLANT-A,2023-09-07,2026-02-23,22638,True
BATCH-001005,SKU-025,PLANT-A,2023-09-21,2026-03-09,27737,True
BATCH-001006,SKU-025,PLANT-A,2023-10-03,2026-03-21,25652,True
BATCH-001007,SKU-025,PLANT-A,2023-10-16,2026-04-03,25620,True
BATCH-001008,SKU-025,PLANT-A,2023-10-27,2026-04-14,21809,True
BATCH-001009,SKU-025,PLANT-A,2023-11-10,2026-04-28,22755,True
BATCH-001010,SKU-025,PLANT-A,2023-11-24,2026-05-12,27695,True
BATCH-001011,SKU-025,PLANT-A,2023-12-07,2026-05-25,22507,True
BATCH-001012,SKU-025,PLANT-A,2023-12-20,2026-06-07,23076,True
BATCH-001013,SKU-025,PLANT-A,2024-01-01,2026-06-19,23191,True
BATCH-001014,SKU-025,PLANT-A,2024-01-11,2026-06-29,24706,True
BATCH-001015,SKU-025,PLANT-A,2024-01-25,2026-07-13,28685,True
BATCH-001016,SKU-025,PLANT-A,2024-02-07,2026-07-26,25288,True
BATCH-001017,SKU-025,PLANT-A,2024-02-19,2026-08-07,27830,True
BATCH-001018,SKU-025,PLANT-A,2024-02-29,2026-08-17,28831,True
BATCH-001019,SKU-025,PLANT-A,2024-03-13,2026-08-30,27416,True
BATCH-001020,SKU-025,PLANT-A,2024-03-27,2026-09-13,28472,True
BATCH-001021,SKU-025,PLANT-A,2024-04-08,2026-09-25,24659,True
BATCH-001022,SKU-025,PLANT-A,2024-04-22,2026-10-09,28770,True
BATCH-001023,SKU-025,PLANT-A,2024-05-03,2026-10-20,28418,True
BATCH-001024,SKU-025,PLANT-A,2024-05-14,2026-10-31,23068,True
BATCH-001025,SKU-025,PLANT-A,2024-05-27,2026-11-13,24907,True
BATCH-001026,SKU-025,PLANT-A,2024-06-10,2026-11-27,25507,True
BATCH-001027,SKU-025,PLANT-A,2024-06-24,2026-12-11,27606,True
BATCH-001028,SKU-025,PLANT-A,2024-07-05,2026-12-22,25700,True
BATCH-001029,SKU-025,PLANT-A,2024-07-16,2027-01-02,26535,True
BATCH-001030,SKU-025,PLANT-A,2024-07-26,2027-01-12,24267,True
BATCH-001031,SKU-025,PLANT-A,2024-08-07,2027-01-24,28733,True
BATCH-001032,SKU-025,PLANT-A,2024-08-19,2027-02-05,23861,True
BATCH-001033,SKU-025,PLANT-A,2024-08-29,2027-02-15,25023,True
BATCH-001034,SKU-025,PLANT-A,2024-09-11,2027-02-28,26905,True
BATCH-001035,SKU-025,PLANT-A,2024-09-25,2027-03-14,28966,True
BATCH-001036,SKU-025,PLANT-A,2024-10-07,2027-03-26,27151,True
BATCH-001037,SKU-025,PLANT-A,2024-10-21,2027-04-09,22187,True
BATCH-001038,SKU-025,PLANT-A,2024-11-04,2027-04-23,25313,True
BATCH-001039,SKU-025,PLANT-A,2024-11-18,2027-05-07,23167,True
BATCH-001040,SKU-025,PLANT-A,2024-11-29,2027-05-18,26735,True
BATCH-001041,SKU-025,PLANT-A,2024-12-09,2027-05-28,27873,True
BATCH-001042,SKU-025,PLANT-A,2024-12-19,2027-06-07,21798,True
BATCH-001043,SKU-026,PLANT-A,2022-12-19,2024-12-18,15849,True
BATCH-001044,SKU-026,PLANT-A,2023-01-16,2025-01-15,14156,True
BATCH-001045,SKU-026,PLANT-A,2023-02-08,2025-02-07,14290,True
BATCH-001046,SKU-026,PLANT-A,2023-03-07,2025-03-06,15101,True
