date,product_id,center_id,units_demanded,units_sold,closing_stock,stockout_units,units_received,units_reordered
2023-06-14,SKU-001,DC-04,81,0,0,81,0,0
2023-06-15,SKU-001,DC-04,169,169,1616,0,1785,0
2023-06-16,SKU-001,DC-04,104,104,1512,0,0,0
2023-06-17,SKU-001,DC-04,83,83,1429,0,0,0
2023-06-18,SKU-001,DC-04,77,77,1352,0,0,0
2023-06-19,SKU-001,DC-04,77,77,1275,0,0,0
2023-06-20,SKU-001,DC-04,81,81,1194,0,0,0
2023-06-21,SKU-001,DC-04,80,80,1114,0,0,0
2023-06-22,SKU-001,DC-04,123,123,991,0,0,0
2023-06-23,SKU-001,DC-04,117,117,874,0,0,0
2023-06-24,SKU-001,DC-04,58,58,816,0,0,0
2023-06-25,SKU-001,DC-04,22,22,794,0,0,991
2023-06-26,SKU-001,DC-04,89,89,705,0,0,0
2023-06-27,SKU-001,DC-04,96,96,609,0,0,0
2023-06-28,SKU-001,DC-04,40,40,569,0,0,0
2023-06-29,SKU-001,DC-04,117,117,1443,0,991,0
2023-06-30,SKU-001,DC-04,164,164,1279,0,0,0
2023-07-01,SKU-001,DC-04,52,52,1227,0,0,0
2023-07-02,SKU-001,DC-04,79,79,1148,0,0,0
2023-07-03,SKU-001,DC-04,67,67,1081,0,0,0
2023-07-04,SKU-001,DC-04,71,71,1010,0,0,0
2023-07-05,SKU-001,DC-04,174,174,836,0,0,0
2023-07-06,SKU-001,DC-04,45,45,791,0,0,0
2023-07-07,SKU-001,DC-04,132,132,659,0,0,0
2023-07-08,SKU-001,DC-04,71,71,588,0,0,0
2023-07-09,SKU-001,DC-04,64,64,524,0,0,1261
2023-07-10,SKU-001,DC-04,130,130,394,0,0,0
2023-07-11,SKU-001,DC-04,121,121,273,0,0,0
2023-07-12,SKU-001,DC-04,117,117,156,0,0,0
2023-07-13,SKU-001,DC-04,96,96,1321,0,1261,0
2023-07-14,SKU-001,DC-04,187,187,1134,0,0,0
2023-07-15,SKU-001,DC-04,63,63,1071,0,0,0
2023-07-16,SKU-001,DC-04,102,102,969,0,0,0
2023-07-17,SKU-001,DC-04,107,107,862,0,0,0
2023-07-18,SKU-001,DC-04,152,152,710,0,0,0
2023-07-19,SKU-001,DC-04,100,100,610,0,0,0
2023-07-20,SKU-001,DC-04,70,70,540,0,0,0
2023-07-21,SKU-001,DC-04,120,120,420,0,0,0
2023-07-22,SKU-001,DC-04,98,98,322,0,0,0
2023-07-23,SKU-001,DC-04,36,36,286,0,0,1499
2023-07-24,SKU-001,DC-04,133,133,153,0,0,0
2023-07-25,SKU-001,DC-04,120,120,33,0,0,0
2023-07-26,SKU-001,DC-04,126,33,0,93,0,0
2023-07-27,SKU-001,DC-04,54,54,1445,0,1499,0
2023-07-28,SKU-001,DC-04,153,153,1292,0,0,0
2023-07-29,SKU-001,DC-04,60,60,1232,0,0,0
2023-07-30,SKU-001,DC-04,43,43,1189,0,0,0
2023-07-31,SKU-001,DC-04,97,97,1092,0,0,0
2023-08-01,SKU-001,DC-04,244,244,848,0,0,0
2023-08-02,SKU-001,DC-04,87,87,761,0,0,0
2023-08-03,SKU-001,DC-04,139,139,622,0,0,0
2023-08-04,SKU-001,DC-04,145,145,477,0,0,0
2023-08-05,SKU-001,DC-04,33,33,444,0,0,0
2023-08-06,SKU-001,DC-04,38,38,406,0,0,1379
2023-08-07,SKU-001,DC-04,66,66,340,0,0,0
2023-08-08,SKU-001,DC-04,73,73,267,0,0,0
2023-08-09,SKU-001,DC-04,143,143,124,0,0,0
2023-08-10,SKU-001,DC-04,137,137,1366,0,1379,0
2023-08-11,SKU-001,DC-04,121,121,1245,0,0,0
2023-08-12,SKU-001,DC-04,133,133,1112,0,0,0
2023-08-13,SKU-001,DC-04,33,33,1079,0,0,0
2023-08-14,SKU-001,DC-04,69,69,1010,0,0,0
2023-08-15,SKU-001,DC-04,100,100,910,0,0,0
2023-08-16,SKU-001,DC-04,127,127,783,0,0,0
2023-08-17,SKU-001,DC-04,239,239,544,0,0,0
2023-08-18,SKU-001,DC-04,25,25,519,0,0,0
2023-08-19,SKU-001,DC-04,72,72,447,0,0,0
2023-08-20,SKU-001,DC-04,47,47,400,0,0,1385
2023-08-21,SKU-001,DC-04,86,86,314,0,0,0
2023-08-22,SKU-001,DC-04,118,118,196,0,0,0
2023-08-23,SKU-001,DC-04,94,94,102,0,0,0
2023-08-24,SKU-001,DC-04,130,130,1357,0,1385,0
2023-08-25,SKU-001,DC-04,141,141,1216,0,0,0
2023-08-26,SKU-001,DC-04,94,94,1122,0,0,0
2023-08-27,SKU-001,DC-04,84,84,1038,0,0,0
2023-08-28,SKU-001,DC-04,53,53,985,0,0,0
2023-08-29,SKU-001,DC-04,94,94,891,0,0,0
2023-08-30,SKU-001,DC-04,221,221,670,0,0,0
2023-08-31,SKU-001,DC-04,110,110,560,0,0,0
2023-09-01,SKU-001,DC-04,169,169,391,0,0,0
2023-09-02,SKU-001,DC-04,80,80,311,0,0,0
2023-09-03,SKU-001,DC-04,56,56,255,0,0,1530
2023-09-04,SKU-001,DC-04,108,108,147,0,0,0
2023-09-05,SKU-001,DC-04,150,147,0,3,0,0
2023-09-06,SKU-001,DC-04,124,0,0,124,0,0
2023-09-07,SKU-001,DC-04,85,85,1445,0,1530,0
2023-09-08,SKU-001,DC-04,75,75,1370,0,0,0
2023-09-09,SKU-001,DC-04,71,71,1299,0,0,0
2023-09-10,SKU-001,DC-04,53,53,1246,0,0,0
2023-09-11,SKU-001,DC-04,164,164,1082,0,0,0
2023-09-12,SKU-001,DC-04,91,91,991,0,0,0
2023-09-13,SKU-001,DC-04,96,96,895,0,0,0
2023-09-14,SKU-001,DC-04,181,181,714,0,0,0
2023-09-15,SKU-001,DC-04,108,108,606,0,0,0
2023-09-16,SKU-001,DC-04,43,43,563,0,0,0
2023-09-17,SKU-001,DC-04,126,126,437,0,0,1348
2023-09-18,SKU-001,DC-04,269,269,168,0,0,0
2023-09-19,SKU-001,DC-04,70,70,98,0,0,0
2023-09-20,SKU-001,DC-04,209,98,0,111,0,0
2023-09-21,SKU-001,DC-04,107,107,1241,0,1348,0
2023-09-22,SKU-001,DC-04,181,181,1060,0,0,0
2023-09-23,SKU-001,DC-04,194,194,866,0,0,0
2023-09-24,SKU-001,DC-04,53,53,813,0,0,0
2023-09-25,SKU-001,DC-04,55,55,758,0,0,0
2023-09-26,SKU-001,DC-04,74,74,684,0,0,0
2023-09-27,SKU-001,DC-04,80,80,604,0,0,0
2023-09-28,SKU-001,DC-04,128,128,476,0,0,0
2023-09-29,SKU-001,DC-04,173,173,303,0,0,0
2023-09-30,SKU-001,DC-04,51,51,252,0,0,0
2023-10-01,SKU-001,DC-04,135,135,117,0,0,1668
2023-10-02,SKU-001,DC-04,147,117,0,30,0,0
2023-10-03,SKU-001,DC-04,164,0,0,164,0,0
2023-10-04,SKU-001,DC-04,189,0,0,189,0,0
2023-10-05,SKU-001,DC-04,86,86,1582,0,1668,0
2023-10-06,SKU-001,DC-04,201,201,1381,0,0,0
2023-10-07,SKU-001,DC-04,63,63,1318,0,0,0
2023-10-08,SKU-001,DC-04,94,94,1224,0,0,0
2023-10-09,SKU-001,DC-04,137,137,1087,0,0,0
2023-10-10,SKU-001,DC-04,140,140,947,0,0,0
2023-10-11,SKU-001,DC-04,131,131,816,0,0,0
2023-10-12,SKU-001,DC-04,246,246,570,0,0,0
2023-10-13,SKU-001,DC-04,311,311,259,0,0,0
2023-10-14,SKU-001,DC-04,133,133,126,0,0,0
2023-10-15,SKU-001,DC-04,63,63,63,0,0,1722
2023-10-16,SKU-001,DC-04,149,63,0,86,0,0
2023-10-17,SKU-001,DC-04,142,0,0,142,0,0
2023-10-18,SKU-001,DC-04,137,0,0,137,0,0
2023-10-19,SKU-001,DC-04,97,97,1625,0,1722,0
2023-10-20,SKU-001,DC-04,176,176,1449,0,0,0
2023-10-21,SKU-001,DC-04,39,39,1410,0,0,0
2023-10-22,SKU-001,DC-04,63,63,1347,0,0,0
2023-10-23,SKU-001,DC-04,65,65,1282,0,0,0
2023-10-24,SKU-001,DC-04,300,300,982,0,0,0
2023-10-25,SKU-001,DC-04,156,156,826,0,0,0
2023-10-26,SKU-001,DC-04,98,98,728,0,0,0
2023-10-27,SKU-001,DC-04,102,102,626,0,0,0
2023-10-28,SKU-001,DC-04,107,107,519,0,0,0
2023-10-29,SKU-001,DC-04,63,63,456,0,0,1329
2023-10-30,SKU-001,DC-04,134,134,322,0,0,0
2023-10-31,SKU-001,DC-04,242,242,80,0,0,0
2023-11-01,SKU-001,DC-04,143,80,0,63,0,0
2023-11-02,SKU-001,DC-04,269,269,1060,0,1329,0
2023-11-03,SKU-001,DC-04,117,117,943,0,0,0
2023-11-04,SKU-001,DC-04,52,52,891,0,0,0
2023-11-05,SKU-001,DC-04,122,122,769,0,0,1016
2023-11-06,SKU-001,DC-04,226,226,543,0,0,0
2023-11-07,SKU-001,DC-04,113,113,430,0,0,0
2023-11-08,SKU-001,DC-04,251,251,179,0,0,0
2023-11-09,SKU-001,DC-04,120,120,1075,0,1016,0
2023-11-10,SKU-001,DC-04,92,92,983,0,0,0
2023-11-11,SKU-001,DC-04,85,85,898,0,0,0
2023-11-12,SKU-001,DC-04,129,129,769,0,0,1016
2023-11-13,SKU-001,DC-04,287,287,482,0,0,0
2023-11-14,SKU-001,DC-04,278,278,204,0,0,0
2023-11-15,SKU-001,DC-04,113,113,91,0,0,0
2023-11-16,SKU-001,DC-04,244,244,863,0,1016,0
2023-11-17,SKU-001,DC-04,323,323,540,0,0,0
2023-11-18,SKU-001,DC-04,118,118,422,0,0,0
2023-11-19,SKU-001,DC-04,72,72,350,0,0,1435
2023-11-20,SKU-001,DC-04,169,169,181,0,0,0
2023-11-21,SKU-001,DC-04,126,126,55,0,0,0
2023-11-22,SKU-001,DC-04,109,55,0,54,0,0
2023-11-23,SKU-001,DC-04,152,152,1283,0,1435,0
2023-11-24,SKU-001,DC-04,302,302,981,0,0,0
2023-11-25,SKU-001,DC-04,145,145,836,0,0,0
2023-11-26,SKU-001,DC-04,228,228,608,0,0,1177
2023-11-27,SKU-001,DC-04,233,233,375,0,0,0
2023-11-28,SKU-001,DC-04,155,155,220,0,0,0
2023-11-29,SKU-001,DC-04,103,103,117,0,0,0
2023-11-30,SKU-001,DC-04,208,208,1086,0,1177,0
2023-12-01,SKU-001,DC-04,208,208,878,0,0,0
2023-12-02,SKU-001,DC-04,45,45,833,0,0,0
2023-12-03,SKU-001,DC-04,98,98,735,0,0,1050
2023-12-04,SKU-001,DC-04,341,341,394,0,0,0
2023-12-05,SKU-001,DC-04,104,104,290,0,0,0
2023-12-06,SKU-001,DC-04,270,270,20,0,0,0
2023-12-07,SKU-001,DC-04,463,463,607,0,1050,0
2023-12-08,SKU-001,DC-04,125,125,482,0,0,0
2023-12-09,SKU-001,DC-04,139,139,343,0,0,0
2023-12-10,SKU-001,DC-04,119,119,224,0,0,1561
2023-12-11,SKU-001,DC-04,76,76,148,0,0,0
2023-12-12,SKU-001,DC-04,70,70,78,0,0,0
2023-12-13,SKU-001,DC-04,144,78,0,66,0,0
2023-12-14,SKU-001,DC-04,128,128,1433,0,1561,0
2023-12-15,SKU-001,DC-04,103,103,1330,0,0,0
2023-12-16,SKU-001,DC-04,109,109,1221,0,0,0
2023-12-17,SKU-001,DC-04,91,91,1130,0,0,0
2023-12-18,SKU-001,DC-04,154,154,976,0,0,0
2023-12-19,SKU-001,DC-04,165,165,811,0,0,0
2023-12-20,SKU-001,DC-04,177,177,634,0,0,0
2023-12-21,SKU-001,DC-04,284,284,350,0,0,0
2023-12-22,SKU-001,DC-04,349,349,1,0,0,0
2023-12-23,SKU-001,DC-04,188,1,0,187,0,0
2023-12-24,SKU-001,DC-04,181,0,0,181,0,1785
2023-12-25,SKU-001,DC-04,182,0,0,182,0,0
2023-12-26,SKU-001,DC-04,100,0,0,100,0,0
2023-12-27,SKU-001,DC-04,356,0,0,356,0,0
2023-12-28,SKU-001,DC-04,212,212,1573,0,1785,0
2023-12-29,SKU-001,DC-04,162,162,1411,0,0,0
2023-12-30,SKU-001,DC-04,115,115,1296,0,0,0
2023-12-31,SKU-001,DC-04,87,87,1209,0,0,0
2024-01-01,SKU-001,DC-04,342,342,867,0,0,0
2024-01-02,SKU-001,DC-04,222,222,645,0,0,0
2024-01-03,SKU-001,DC-04,354,354,291,0,0,0
2024-01-04,SKU-001,DC-04,201,201,90,0,0,0
2024-01-05,SKU-001,DC-04,219,90,0,129,0,0
2024-01-06,SKU-001,DC-04,116,0,0,116,0,0
2024-01-07,SKU-001,DC-04,182,0,0,182,0,1785
2024-01-08,SKU-001,DC-04,165,0,0,165,0,0
2024-01-09,SKU-001,DC-04,192,0,0,192,0,0
2024-01-10,SKU-001,DC-04,95,0,0,95,0,0
2024-01-11,SKU-001,DC-04,190,190,1595,0,1785,0
2024-01-12,SKU-001,DC-04,112,112,1483,0,0,0
2024-01-13,SKU-001,DC-04,75,75,1408,0,0,0
2024-01-14,SKU-001,DC-04,73,73,1335,0,0,0
2024-01-15,SKU-001,DC-04,146,146,1189,0,0,0
2024-01-16,SKU-001,DC-04,304,304,885,0,0,0
2024-01-17,SKU-001,DC-04,228,228,657,0,0,0
2024-01-18,SKU-001,DC-04,203,203,454,0,0,0
2024-01-19,SKU-001,DC-04,86,86,368,0,0,0
2024-01-20,SKU-001,DC-04,47,47,321,0,0,0
2024-01-21,SKU-001,DC-04,94,94,227,0,0,1558
2024-01-22,SKU-001,DC-04,185,185,42,0,0,0
2024-01-23,SKU-001,DC-04,213,42,0,171,0,0
2024-01-24,SKU-001,DC-04,111,0,0,111,0,0
2024-01-25,SKU-001,DC-04,94,94,1464,0,1558,0
2024-01-26,SKU-001,DC-04,303,303,1161,0,0,0
2024-01-27,SKU-001,DC-04,112,112,1049,0,0,0
2024-01-28,SKU-001,DC-04,98,98,951,0,0,0
2024-01-29,SKU-001,DC-04,147,147,804,0,0,0
2024-01-30,SKU-001,DC-04,165,165,639,0,0,0
2024-01-31,SKU-001,DC-04,167,167,472,0,0,0
2024-02-01,SKU-001,DC-04,230,230,242,0,0,0
2024-02-02,SKU-001,DC-04,121,121,121,0,0,0
2024-02-03,SKU-001,DC-04,97,97,24,0,0,0
2024-02-04,SKU-001,DC-04,53,24,0,29,0,1785
2024-02-05,SKU-001,DC-04,73,0,0,73,0,0
2024-02-06,SKU-001,DC-04,247,0,0,247,0,0
2024-02-07,SKU-001,DC-04,46,0,0,46,0,0
2024-02-08,SKU-001,DC-04,145,145,1640,0,1785,0
2024-02-09,SKU-001,DC-04,215,215,1425,0,0,0
2024-02-10,SKU-001,DC-04,123,123,1302,0,0,0
2024-02-11,SKU-001,DC-04,60,60,1242,0,0,0
2024-02-12,SKU-001,DC-04,273,273,969,0,0,0
2024-02-13,SKU-001,DC-04,224,224,745,0,0,0
2024-02-14,SKU-001,DC-04,97,97,648,0,0,0
2024-02-15,SKU-001,DC-04,138,138,510,0,0,0
2024-02-16,SKU-001,DC-04,287,287,223,0,0,0
2024-02-17,SKU-001,DC-04,34,34,189,0,0,0
2024-02-18,SKU-001,DC-04,79,79,110,0,0,1675
2024-02-19,SKU-001,DC-04,185,110,0,75,0,0
2024-02-20,SKU-001,DC-04,199,0,0,199,0,0
2024-02-21,SKU-001,DC-04,128,0,0,128,0,0
2024-02-22,SKU-001,DC-04,133,133,1542,0,1675,0
2024-02-23,SKU-001,DC-04,203,203,1339,0,0,0
2024-02-24,SKU-001,DC-04,75,75,1264,0,0,0
2024-02-25,SKU-001,DC-04,102,102,1162,0,0,0
2024-02-26,SKU-001,DC-04,116,116,1046,0,0,0
2024-02-27,SKU-001,DC-04,213,213,833,0,0,0
2024-02-28,SKU-001,DC-04,93,93,740,0,0,0
2024-02-29,SKU-001,DC-04,66,66,674,0,0,0
2024-03-01,SKU-001,DC-04,248,248,426,0,0,0
2024-03-02,SKU-001,DC-04,76,76,350,0,0,0
2024-03-03,SKU-001,DC-04,92,92,258,0,0,1527
2024-03-04,SKU-001,DC-04,159,159,99,0,0,0
2024-03-05,SKU-001,DC-04,197,99,0,98,0,0
2024-03-06,SKU-001,DC-04,144,0,0,144,0,0
2024-03-07,SKU-001,DC-04,143,143,1384,0,1527,0
2024-03-08,SKU-001,DC-04,271,271,1113,0,0,0
2024-03-09,SKU-001,DC-04,90,90,1023,0,0,0
2024-03-10,SKU-001,DC-04,19,19,1004,0,0,0
2024-03-11,SKU-001,DC-04,51,51,953,0,0,0
2024-03-12,SKU-001,DC-04,142,142,811,0,0,0
2024-03-13,SKU-001,DC-04,128,128,683,0,0,0
2024-03-14,SKU-001,DC-04,94,94,589,0,0,0
2024-03-15,SKU-001,DC-04,169,169,420,0,0,0
2024-03-16,SKU-001,DC-04,78,78,342,0,0,0
2024-03-17,SKU-001,DC-04,66,66,276,0,0,1509
2024-03-18,SKU-001,DC-04,318,276,0,42,0,0
2024-03-19,SKU-001,DC-04,151,0,0,151,0,0
2024-03-20,SKU-001,DC-04,153,0,0,153,0,0
2024-03-21,SKU-001,DC-04,182,182,1327,0,1509,0
2024-03-22,SKU-001,DC-04,107,107,1220,0,0,0
2024-03-23,SKU-001,DC-04,91,91,1129,0,0,0
2024-03-24,SKU-001,DC-04,166,166,963,0,0,0
2024-03-25,SKU-001,DC-04,131,131,832,0,0,0
2024-03-26,SKU-001,DC-04,159,159,673,0,0,0
2024-03-27,SKU-001,DC-04,110,110,563,0,0,0
2024-03-28,SKU-001,DC-04,135,135,428,0,0,0
2024-03-29,SKU-001,DC-04,166,166,262,0,0,0
2024-03-30,SKU-001,DC-04,84,84,178,0,0,0
2024-03-31,SKU-001,DC-04,66,66,112,0,0,1673
2024-04-01,SKU-001,DC-04,159,112,0,47,0,0
2024-04-02,SKU-001,DC-04,240,0,0,240,0,0
2024-04-03,SKU-001,DC-04,244,0,0,244,0,0
2024-04-04,SKU-001,DC-04,191,191,1482,0,1673,0
2024-04-05,SKU-001,DC-04,93,93,1389,0,0,0
2024-04-06,SKU-001,DC-04,67,67,1322,0,0,0
2024-04-07,SKU-001,DC-04,93,93,1229,0,0,0
2024-04-08,SKU-001,DC-04,105,105,1124,0,0,0
2024-04-09,SKU-001,DC-04,211,211,913,0,0,0
2024-04-10,SKU-001,DC-04,221,221,692,0,0,0
2024-04-11,SKU-001,DC-04,136,136,556,0,0,0
2024-04-12,SKU-001,DC-04,204,204,352,0,0,0
2024-04-13,SKU-001,DC-04,115,115,237,0,0,0
2024-04-14,SKU-001,DC-04,67,67,170,0,0,1615
2024-04-15,SKU-001,DC-04,71,71,99,0,0,0
2024-04-16,SKU-001,DC-04,207,99,0,108,0,0
2024-04-17,SKU-001,DC-04,92,0,0,92,0,0
2024-04-18,SKU-001,DC-04,78,78,1537,0,1615,0
2024-04-19,SKU-001,DC-04,84,84,1453,0,0,0
2024-04-20,SKU-001,DC-04,68,68,1385,0,0,0
2024-04-21,SKU-001,DC-04,97,97,1288,0,0,0
2024-04-22,SKU-001,DC-04,152,152,1136,0,0,0
2024-04-23,SKU-001,DC-04,212,212,924,0,0,0
2024-04-24,SKU-001,DC-04,174,174,750,0,0,0
2024-04-25,SKU-001,DC-04,202,202,548,0,0,0
2024-04-26,SKU-001,DC-04,128,128,420,0,0,0
2024-04-27,SKU-001,DC-04,113,113,307,0,0,0
2024-04-28,SKU-001,DC-04,36,36,271,0,0,1514
2024-04-29,SKU-001,DC-04,124,124,147,0,0,0
2024-04-30,SKU-001,DC-04,155,147,0,8,0,0
2024-05-01,SKU-001,DC-04,333,0,0,333,0,0
2024-05-02,SKU-001,DC-04,246,246,1268,0,1514,0
2024-05-03,SKU-001,DC-04,46,46,1222,0,0,0
2024-05-04,SKU-001,DC-04,64,64,1158,0,0,0
2024-05-05,SKU-001,DC-04,79,79,1079,0,0,0
2024-05-06,SKU-001,DC-04,98,98,981,0,0,0
2024-05-07,SKU-001,DC-04,54,54,927,0,0,0
2024-05-08,SKU-001,DC-04,193,193,734,0,0,0
2024-05-09,SKU-001,DC-04,179,179,555,0,0,0
2024-05-10,SKU-001,DC-04,75,75,480,0,0,0
2024-05-11,SKU-001,DC-04,85,85,395,0,0,0
2024-05-12,SKU-001,DC-04,92,92,303,0,0,1482
2024-05-13,SKU-001,DC-04,91,91,212,0,0,0
2024-05-14,SKU-001,DC-04,129,129,83,0,0,0
2024-05-15,SKU-001,DC-04,171,83,0,88,0,0
2024-05-16,SKU-001,DC-04,188,188,1294,0,1482,0
2024-05-17,SKU-001,DC-04,83,83,1211,0,0,0
2024-05-18,SKU-001,DC-04,96,96,1115,0,0,0
2024-05-19,SKU-001,DC-04,73,73,1042,0,0,0
2024-05-20,SKU-001,DC-04,186,186,856,0,0,0
2024-05-21,SKU-001,DC-04,137,137,719,0,0,0
2024-05-22,SKU-001,DC-04,139,139,580,0,0,0
2024-05-23,SKU-001,DC-04,95,95,485,0,0,0
2024-05-24,SKU-001,DC-04,127,127,358,0,0,0
2024-05-25,SKU-001,DC-04,86,86,272,0,0,0
2024-05-26,SKU-001,DC-04,39,39,233,0,0,1552
2024-05-27,SKU-001,DC-04,114,114,119,0,0,0
2024-05-28,SKU-001,DC-04,134,119,0,15,0,0
2024-05-29,SKU-001,DC-04,103,0,0,103,0,0
2024-05-30,SKU-001,DC-04,260,260,1292,0,1552,0
2024-05-31,SKU-001,DC-04,51,51,1241,0,0,0
2024-06-01,SKU-001,DC-04,60,60,1181,0,0,0
2024-06-02,SKU-001,DC-04,59,59,1122,0,0,0
2024-06-03,SKU-001,DC-04,160,160,962,0,0,0
2024-06-04,SKU-001,DC-04,310,310,652,0,0,0
2024-06-05,SKU-001,DC-04,71,71,581,0,0,0
2024-06-06,SKU-001,DC-04,139,139,442,0,0,0
2024-06-07,SKU-001,DC-04,113,113,329,0,0,0
2024-06-08,SKU-001,DC-04,50,50,279,0,0,0
2024-06-09,SKU-001,DC-04,84,84,195,0,0,1590
2024-06-10,SKU-001,DC-04,176,176,19,0,0,0
2024-06-11,SKU-001,DC-04,170,19,0,151,0,0
2024-06-12,SKU-001,DC-04,108,0,0,108,0,0
2024-06-13,SKU-001,DC-04,103,103,1487,0,1590,0
2024-06-14,SKU-001,DC-04,68,68,1419,0,0,0
2024-06-15,SKU-001,DC-04,119,119,1300,0,0,0
2024-06-16,SKU-001,DC-04,66,66,1234,0,0,0
2024-06-17,SKU-001,DC-04,153,153,1081,0,0,0
2024-06-18,SKU-001,DC-04,163,163,918,0,0,0
2024-06-19,SKU-001,DC-04,149,149,769,0,0,0
2024-06-20,SKU-001,DC-04,83,83,686,0,0,0
2024-06-21,SKU-001,DC-04,117,117,569,0,0,0
2024-06-22,SKU-001,DC-04,77,77,492,0,0,0
2024-06-23,SKU-001,DC-04,46,46,446,0,0,1339
2024-06-24,SKU-001,DC-04,60,60,386,0,0,0
2024-06-25,SKU-001,DC-04,111,111,275,0,0,0
2024-06-26,SKU-001,DC-04,60,60,215,0,0,0
2024-06-27,SKU-001,DC-04,95,95,1459,0,1339,0
2024-06-28,SKU-001,DC-04,142,142,1317,0,0,0
2024-06-29,SKU-001,DC-04,63,63,1254,0,0,0
2024-06-30,SKU-001,DC-04,55,55,1199,0,0,0
2024-07-01,SKU-001,DC-04,143,143,1056,0,0,0
2024-07-02,SKU-001,DC-04,103,103,953,0,0,0
2024-07-03,SKU-001,DC-04,41,41,912,0,0,0
2024-07-04,SKU-001,DC-04,84,84,828,0,0,0
2024-07-05,SKU-001,DC-04,87,87,741,0,0,0
2024-07-06,SKU-001,DC-04,38,38,703,0,0,0
2024-07-07,SKU-001,DC-04,91,91,612,0,0,1173
2024-07-08,SKU-001,DC-04,87,87,525,0,0,0
2024-07-09,SKU-001,DC-04,180,180,345,0,0,0
2024-07-10,SKU-001,DC-04,96,96,249,0,0,0
2024-07-11,SKU-001,DC-04,91,91,1331,0,1173,0
2024-07-12,SKU-001,DC-04,281,281,1050,0,0,0
2024-07-13,SKU-001,DC-04,18,18,1032,0,0,0
2024-07-14,SKU-001,DC-04,65,65,967,0,0,0
2024-07-15,SKU-001,DC-04,122,122,845,0,0,0
2024-07-16,SKU-001,DC-04,77,77,768,0,0,0
2024-07-17,SKU-001,DC-04,175,175,593,0,0,0
2024-07-18,SKU-001,DC-04,104,104,489,0,0,0
2024-07-19,SKU-001,DC-04,205,205,284,0,0,0
2024-07-20,SKU-001,DC-04,80,80,204,0,0,0
2024-07-21,SKU-001,DC-04,114,114,90,0,0,1695
2024-07-22,SKU-001,DC-04,137,90,0,47,0,0
2024-07-23,SKU-001,DC-04,96,0,0,96,0,0
2024-07-24,SKU-001,DC-04,131,0,0,131,0,0
2024-07-25,SKU-001,DC-04,168,168,1527,0,1695,0
2024-07-26,SKU-001,DC-04,58,58,1469,0,0,0
2024-07-27,SKU-001,DC-04,74,74,1395,0,0,0
2024-07-28,SKU-001,DC-04,122,122,1273,0,0,0
2024-07-29,SKU-001,DC-04,266,266,1007,0,0,0
2024-07-30,SKU-001,DC-04,110,110,897,0,0,0
2024-07-31,SKU-001,DC-04,193,193,704,0,0,0
2024-08-01,SKU-001,DC-04,129,129,575,0,0,0
2024-08-02,SKU-001,DC-04,139,139,436,0,0,0
2024-08-03,SKU-001,DC-04,41,41,395,0,0,0
2024-08-04,SKU-001,DC-04,66,66,329,0,0,1456
2024-08-05,SKU-001,DC-04,160,160,169,0,0,0
2024-08-06,SKU-001,DC-04,110,110,59,0,0,0
2024-08-07,SKU-001,DC-04,111,59,0,52,0,0
2024-08-08,SKU-001,DC-04,173,173,1283,0,1456,0
2024-08-09,SKU-001,DC-04,133,133,1150,0,0,0
2024-08-10,SKU-001,DC-04,46,46,1104,0,0,0
2024-08-11,SKU-001,DC-04,88,88,1016,0,0,0
2024-08-12,SKU-001,DC-04,90,90,926,0,0,0
2024-08-13,SKU-001,DC-04,158,158,768,0,0,0
2024-08-14,SKU-001,DC-04,107,107,661,0,0,0
2024-08-15,SKU-001,DC-04,92,92,569,0,0,0
2024-08-16,SKU-001,DC-04,225,225,344,0,0,0
2024-08-17,SKU-001,DC-04,66,66,278,0,0,0
2024-08-18,SKU-001,DC-04,95,95,183,0,0,1602
2024-08-19,SKU-001,DC-04,159,159,24,0,0,0
2024-08-20,SKU-001,DC-04,163,24,0,139,0,0
2024-08-21,SKU-001,DC-04,207,0,0,207,0,0
2024-08-22,SKU-001,DC-04,74,74,1528,0,1602,0
2024-08-23,SKU-001,DC-04,195,195,1333,0,0,0
2024-08-24,SKU-001,DC-04,38,38,1295,0,0,0
2024-08-25,SKU-001,DC-04,59,59,1236,0,0,0
2024-08-26,SKU-001,DC-04,152,152,1084,0,0,0
2024-08-27,SKU-001,DC-04,200,200,884,0,0,0
2024-08-28,SKU-001,DC-04,125,125,759,0,0,0
2024-08-29,SKU-001,DC-04,160,160,599,0,0,0
2024-08-30,SKU-001,DC-04,91,91,508,0,0,0
2024-08-31,SKU-001,DC-04,144,144,364,0,0,0
2024-09-01,SKU-001,DC-04,68,68,296,0,0,1489
2024-09-02,SKU-001,DC-04,99,99,197,0,0,0
2024-09-03,SKU-001,DC-04,81,81,116,0,0,0
2024-09-04,SKU-001,DC-04,221,116,0,105,0,0
2024-09-05,SKU-001,DC-04,80,80,1409,0,1489,0
2024-09-06,SKU-001,DC-04,140,140,1269,0,0,0
2024-09-07,SKU-001,DC-04,157,157,1112,0,0,0
2024-09-08,SKU-001,DC-04,70,70,1042,0,0,0
2024-09-09,SKU-001,DC-04,182,182,860,0,0,0
2024-09-10,SKU-001,DC-04,95,95,765,0,0,0
2024-09-11,SKU-001,DC-04,243,243,522,0,0,0
2024-09-12,SKU-001,DC-04,68,68,454,0,0,0
2024-09-13,SKU-001,DC-04,94,94,360,0,0,0
