date,product_id,center_id,units_ordered
2024-10-28,SKU-001,DC-02,123
2024-10-29,SKU-001,DC-02,393
2024-10-30,SKU-001,DC-02,202
2024-10-31,SKU-001,DC-02,227
2024-11-01,SKU-001,DC-02,226
2024-11-02,SKU-001,DC-02,171
2024-11-03,SKU-001,DC-02,102
2024-11-04,SKU-001,DC-02,525
2024-11-05,SKU-001,DC-02,160
2024-11-06,SKU-001,DC-02,323
2024-11-07,SKU-001,DC-02,484
2024-11-08,SKU-001,DC-02,237
2024-11-09,SKU-001,DC-02,328
2024-11-10,SKU-001,DC-02,79
2024-11-11,SKU-001,DC-02,265
2024-11-12,SKU-001,DC-02,304
2024-11-13,SKU-001,DC-02,333
2024-11-14,SKU-001,DC-02,399
2024-11-15,SKU-001,DC-02,339
2024-11-16,SKU-001,DC-02,152
2024-11-17,SKU-001,DC-02,210
2024-11-18,SKU-001,DC-02,155
2024-11-19,SKU-001,DC-02,309
2024-11-20,SKU-001,DC-02,217
2024-11-21,SKU-001,DC-02,399
2024-11-22,SKU-001,DC-02,304
2024-11-23,SKU-001,DC-02,126
2024-11-24,SKU-001,DC-02,165
2024-11-25,SKU-001,DC-02,607
2024-11-26,SKU-001,DC-02,249
2024-11-27,SKU-001,DC-02,285
2024-11-28,SKU-001,DC-02,379
2024-11-29,SKU-001,DC-02,233
2024-11-30,SKU-001,DC-02,308
2024-12-01,SKU-001,DC-02,218
2024-12-02,SKU-001,DC-02,432
2024-12-03,SKU-001,DC-02,703
2024-12-04,SKU-001,DC-02,226
2024-12-05,SKU-001,DC-02,144
2024-12-06,SKU-001,DC-02,318
2024-12-07,SKU-001,DC-02,151
2024-12-08,SKU-001,DC-02,161
2024-12-09,SKU-001,DC-02,267
2024-12-10,SKU-001,DC-02,357
2024-12-11,SKU-001,DC-02,372
2024-12-12,SKU-001,DC-02,247
2024-12-13,SKU-001,DC-02,169
2024-12-14,SKU-001,DC-02,246
2024-12-15,SKU-001,DC-02,69
2024-12-16,SKU-001,DC-02,212
2024-12-17,SKU-001,DC-02,228
2024-12-18,SKU-001,DC-02,284
2024-12-19,SKU-001,DC-02,283
2024-12-20,SKU-001,DC-02,476
2024-12-21,SKU-001,DC-02,141
2024-12-22,SKU-001,DC-02,101
2024-12-23,SKU-001,DC-02,157
2024-12-24,SKU-001,DC-02,241
2024-12-25,SKU-001,DC-02,215
2024-12-26,SKU-001,DC-02,275
2024-12-27,SKU-001,DC-02,226
2024-12-28,SKU-001,DC-02,109
2024-12-29,SKU-001,DC-02,224
2024-12-30,SKU-001,DC-02,509
2024-12-31,SKU-001,DC-02,158
2023-01-01,SKU-001,DC-03,104
2023-01-02,SKU-001,DC-03,112
2023-01-03,SKU-001,DC-03,173
2023-01-04,SKU-001,DC-03,369
2023-01-05,SKU-001,DC-03,81
2023-01-06,SKU-001,DC-03,338
2023-01-07,SKU-001,DC-03,37
2023-01-08,SKU-001,DC-03,82
2023-01-09,SKU-001,DC-03,309
2023-01-10,SKU-001,DC-03,234
2023-01-11,SKU-001,DC-03,250
2023-01-12,SKU-001,DC-03,200
2023-01-13,SKU-001,DC-03,161
2023-01-14,SKU-001,DC-03,61
2023-01-15,SKU-001,DC-03,219
2023-01-16,SKU-001,DC-03,98
2023-01-17,SKU-001,DC-03,102
2023-01-18,SKU-001,DC-03,271
2023-01-19,SKU-001,DC-03,254
2023-01-20,SKU-001,DC-03,216
2023-01-21,SKU-001,DC-03,96
2023-01-22,SKU-001,DC-03,81
2023-01-23,SKU-001,DC-03,286
2023-01-24,SKU-001,DC-03,261
2023-01-25,SKU-001,DC-03,240
2023-01-26,SKU-001,DC-03,146
2023-01-27,SKU-001,DC-03,322
2023-01-28,SKU-001,DC-03,132
2023-01-29,SKU-001,DC-03,317
2023-01-30,SKU-001,DC-03,229
2023-01-31,SKU-001,DC-03,366
2023-02-01,SKU-001,DC-03,172
2023-02-02,SKU-001,DC-03,122
2023-02-03,SKU-001,DC-03,314
2023-02-04,SKU-001,DC-03,107
2023-02-05,SKU-001,DC-03,105
2023-02-06,SKU-001,DC-03,159
2023-02-07,SKU-001,DC-03,158
2023-02-08,SKU-001,DC-03,411
2023-02-09,SKU-001,DC-03,189
2023-02-10,SKU-001,DC-03,239
2023-02-11,SKU-001,DC-03,103
2023-02-12,SKU-001,DC-03,106
2023-02-13,SKU-001,DC-03,577
2023-02-14,SKU-001,DC-03,222
2023-02-15,SKU-001,DC-03,136
2023-02-16,SKU-001,DC-03,204
2023-02-17,SKU-001,DC-03,199
2023-02-18,SKU-001,DC-03,82
2023-02-19,SKU-001,DC-03,173
2023-02-20,SKU-001,DC-03,308
2023-02-21,SKU-001,DC-03,219
2023-02-22,SKU-001,DC-03,148
2023-02-23,SKU-001,DC-03,228
2023-02-24,SKU-001,DC-03,213
2023-02-25,SKU-001,DC-03,166
2023-02-26,SKU-001,DC-03,121
2023-02-27,SKU-001,DC-03,314
2023-02-28,SKU-001,DC-03,336
2023-03-01,SKU-001,DC-03,187
2023-03-02,SKU-001,DC-03,255
2023-03-03,SKU-001,DC-03,315
2023-03-04,SKU-001,DC-03,105
2023-03-05,SKU-001,DC-03,100
2023-03-06,SKU-001,DC-03,196
2023-03-07,SKU-001,DC-03,214
2023-03-08,SKU-001,DC-03,266
2023-03-09,SKU-001,DC-03,113
2023-03-10,SKU-001,DC-03,138
2023-03-11,SKU-001,DC-03,166
2023-03-12,SKU-001,DC-03,171
2023-03-13,SKU-001,DC-03,182
2023-03-14,SKU-001,DC-03,111
2023-03-15,SKU-001,DC-03,256
2023-03-16,SKU-001,DC-03,325
2023-03-17,SKU-001,DC-03,204
2023-03-18,SKU-001,DC-03,134
2023-03-19,SKU-001,DC-03,66
2023-03-20,SKU-001,DC-03,48
2023-03-21,SKU-001,DC-03,73
2023-03-22,SKU-001,DC-03,192
2023-03-23,SKU-001,DC-03,133
2023-03-24,SKU-001,DC-03,100
2023-03-25,SKU-001,DC-03,313
2023-03-26,SKU-001,DC-03,79
2023-03-27,SKU-001,DC-03,52
2023-03-28,SKU-001,DC-03,84
2023-03-29,SKU-001,DC-03,219
2023-03-30,SKU-001,DC-03,180
2023-03-31,SKU-001,DC-03,239
2023-04-01,SKU-001,DC-03,113
2023-04-02,SKU-001,DC-03,121
2023-04-03,SKU-001,DC-03,254
2023-04-04,SKU-001,DC-03,173
2023-04-05,SKU-001,DC-03,90
2023-04-06,SKU-001,DC-03,44
2023-04-07,SKU-001,DC-03,74
2023-04-08,SKU-001,DC-03,48
2023-04-09,SKU-001,DC-03,130
2023-04-10,SKU-001,DC-03,68
2023-04-11,SKU-001,DC-03,198
2023-04-12,SKU-001,DC-03,459
2023-04-13,SKU-001,DC-03,230
2023-04-14,SKU-001,DC-03,266
2023-04-15,SKU-001,DC-03,306
2023-04-16,SKU-001,DC-03,63
2023-04-17,SKU-001,DC-03,209
2023-04-18,SKU-001,DC-03,430
2023-04-19,SKU-001,DC-03,147
2023-04-20,SKU-001,DC-03,214
2023-04-21,SKU-001,DC-03,295
2023-04-22,SKU-001,DC-03,132
2023-04-23,SKU-001,DC-03,32
2023-04-24,SKU-001,DC-03,110
2023-04-25,SKU-001,DC-03,197
2023-04-26,SKU-001,DC-03,192
2023-04-27,SKU-001,DC-03,231
2023-04-28,SKU-001,DC-03,173
2023-04-29,SKU-001,DC-03,58
2023-04-30,SKU-001,DC-03,67
2023-05-01,SKU-001,DC-03,147
2023-05-02,SKU-001,DC-03,166
2023-05-03,SKU-001,DC-03,172
2023-05-04,SKU-001,DC-03,254
2023-05-05,SKU-001,DC-03,183
2023-05-06,SKU-001,DC-03,53
2023-05-07,SKU-001,DC-03,61
2023-05-08,SKU-001,DC-03,262
2023-05-09,SKU-001,DC-03,63
2023-05-10,SKU-001,DC-03,70
2023-05-11,SKU-001,DC-03,178
2023-05-12,SKU-001,DC-03,249
2023-05-13,SKU-001,DC-03,89
2023-05-14,SKU-001,DC-03,89
2023-05-15,SKU-001,DC-03,208
2023-05-16,SKU-001,DC-03,222
2023-05-17,SKU-001,DC-03,97
2023-05-18,SKU-001,DC-03,90
2023-05-19,SKU-001,DC-03,83
2023-05-20,SKU-001,DC-03,72
2023-05-21,SKU-001,DC-03,13
2023-05-22,SKU-001,DC-03,185
2023-05-23,SKU-001,DC-03,98
2023-05-24,SKU-001,DC-03,225
2023-05-25,SKU-001,DC-03,82
2023-05-26,SKU-001,DC-03,254
2023-05-27,SKU-001,DC-03,15
2023-05-28,SKU-001,DC-03,99
2023-05-29,SKU-001,DC-03,87
2023-05-30,SKU-001,DC-03,217
2023-05-31,SKU-001,DC-03,291
2023-06-01,SKU-001,DC-03,121
2023-06-02,SKU-001,DC-03,68
2023-06-03,SKU-001,DC-03,111
2023-06-04,SKU-001,DC-03,255
2023-06-05,SKU-001,DC-03,387
2023-06-06,SKU-001,DC-03,324
2023-06-07,SKU-001,DC-03,192
2023-06-08,SKU-001,DC-03,407
2023-06-09,SKU-001,DC-03,173
2023-06-10,SKU-001,DC-03,124
2023-06-11,SKU-001,DC-03,133
2023-06-12,SKU-001,DC-03,526
2023-06-13,SKU-001,DC-03,226
2023-06-14,SKU-001,DC-03,66
2023-06-15,SKU-001,DC-03,168
2023-06-16,SKU-001,DC-03,163
2023-06-17,SKU-001,DC-03,60
2023-06-18,SKU-001,DC-03,56
2023-06-19,SKU-001,DC-03,131
2023-06-20,SKU-001,DC-03,170
2023-06-21,SKU-001,DC-03,68
2023-06-22,SKU-001,DC-03,114
2023-06-23,SKU-001,DC-03,200
2023-06-24,SKU-001,DC-03,47
2023-06-25,SKU-001,DC-03,82
2023-06-26,SKU-001,DC-03,137
2023-06-27,SKU-001,DC-03,252
2023-06-28,SKU-001,DC-03,123
2023-06-29,SKU-001,DC-03,123
2023-06-30,SKU-001,DC-03,361
2023-07-01,SKU-001,DC-03,68
2023-07-02,SKU-001,DC-03,56
2023-07-03,SKU-001,DC-03,87
2023-07-04,SKU-001,DC-03,138
2023-07-05,SKU-001,DC-03,88
2023-07-06,SKU-001,DC-03,60
2023-07-07,SKU-001,DC-03,271
2023-07-08,SKU-001,DC-03,92
2023-07-09,SKU-001,DC-03,87
2023-07-10,SKU-001,DC-03,88
2023-07-11,SKU-001,DC-03,103
2023-07-12,SKU-001,DC-03,212
2023-07-13,SKU-001,DC-03,135
2023-07-14,SKU-001,DC-03,73
2023-07-15,SKU-001,DC-03,31
2023-07-16,SKU-001,DC-03,114
2023-07-17,SKU-001,DC-03,139
2023-07-18,SKU-001,DC-03,127
2023-07-19,SKU-001,DC-03,115
2023-07-20,SKU-001,DC-03,134
2023-07-21,SKU-001,DC-03,250
2023-07-22,SKU-001,DC-03,47
2023-07-23,SKU-001,DC-03,151
2023-07-24,SKU-001,DC-03,154
2023-07-25,SKU-001,DC-03,293
2023-07-26,SKU-001,DC-03,156
2023-07-27,SKU-001,DC-03,227
2023-07-28,SKU-001,DC-03,100
2023-07-29,SKU-001,DC-03,88
2023-07-30,SKU-001,DC-03,95
2023-07-31,SKU-001,DC-03,126
2023-08-01,SKU-001,DC-03,56
2023-08-02,SKU-001,DC-03,167
2023-08-03,SKU-001,DC-03,115
2023-08-04,SKU-001,DC-03,148
2023-08-05,SKU-001,DC-03,95
2023-08-06,SKU-001,DC-03,220
2023-08-07,SKU-001,DC-03,207
2023-08-08,SKU-001,DC-03,87
2023-08-09,SKU-001,DC-03,163
2023-08-10,SKU-001,DC-03,185
2023-08-11,SKU-001,DC-03,234
2023-08-12,SKU-001,DC-03,109
2023-08-13,SKU-001,DC-03,61
2023-08-14,SKU-001,DC-03,88
2023-08-15,SKU-001,DC-03,240
2023-08-16,SKU-001,DC-03,111
2023-08-17,SKU-001,DC-03,158
2023-08-18,SKU-001,DC-03,42
2023-08-19,SKU-001,DC-03,26
2023-08-20,SKU-001,DC-03,44
2023-08-21,SKU-001,DC-03,163
2023-08-22,SKU-001,DC-03,212
2023-08-23,SKU-001,DC-03,148
2023-08-24,SKU-001,DC-03,103
2023-08-25,SKU-001,DC-03,180
2023-08-26,SKU-001,DC-03,81
2023-08-27,SKU-001,DC-03,63
2023-08-28,SKU-001,DC-03,175
2023-08-29,SKU-001,DC-03,222
2023-08-30,SKU-001,DC-03,251
2023-08-31,SKU-001,DC-03,100
2023-09-01,SKU-001,DC-03,163
2023-09-02,SKU-001,DC-03,178
2023-09-03,SKU-001,DC-03,129
2023-09-04,SKU-001,DC-03,188
2023-09-05,SKU-001,DC-03,134
2023-09-06,SKU-001,DC-03,119
2023-09-07,SKU-001,DC-03,80
2023-09-08,SKU-001,DC-03,63
2023-09-09,SKU-001,DC-03,130
2023-09-10,SKU-001,DC-03,113
2023-09-11,SKU-001,DC-03,120
2023-09-12,SKU-001,DC-03,92
2023-09-13,SKU-001,DC-03,290
2023-09-14,SKU-001,DC-03,216
2023-09-15,SKU-001,DC-03,204
2023-09-16,SKU-001,DC-03,29
2023-09-17,SKU-001,DC-03,20
2023-09-18,SKU-001,DC-03,144
2023-09-19,SKU-001,DC-03,162
2023-09-20,SKU-001,DC-03,164
2023-09-21,SKU-001,DC-03,128
2023-09-22,SKU-001,DC-03,87
2023-09-23,SKU-001,DC-03,89
2023-09-24,SKU-001,DC-03,68
2023-09-25,SKU-001,DC-03,136
2023-09-26,SKU-001,DC-03,229
2023-09-27,SKU-001,DC-03,129
2023-09-28,SKU-001,DC-03,127
2023-09-29,SKU-001,DC-03,170
2023-09-30,SKU-001,DC-03,70
2023-10-01,SKU-001,DC-03,172
2023-10-02,SKU-001,DC-03,177
2023-10-03,SKU-001,DC-03,197
2023-10-04,SKU-001,DC-03,266
2023-10-05,SKU-001,DC-03,180
2023-10-06,SKU-001,DC-03,189
2023-10-07,SKU-001,DC-03,75
2023-10-08,SKU-001,DC-03,81
2023-10-09,SKU-001,DC-03,57
2023-10-10,SKU-001,DC-03,231
2023-10-11,SKU-001,DC-03,308
2023-10-12,SKU-001,DC-03,420
2023-10-13,SKU-001,DC-03,138
2023-10-14,SKU-001,DC-03,189
2023-10-15,SKU-001,DC-03,108
2023-10-16,SKU-001,DC-03,250
2023-10-17,SKU-001,DC-03,203
2023-10-18,SKU-001,DC-03,260
2023-10-19,SKU-001,DC-03,278
2023-10-20,SKU-001,DC-03,127
2023-10-21,SKU-001,DC-03,98
2023-10-22,SKU-001,DC-03,116
2023-10-23,SKU-001,DC-03,323
2023-10-24,SKU-001,DC-03,213
2023-10-25,SKU-001,DC-03,248
2023-10-26,SKU-001,DC-03,193
2023-10-27,SKU-001,DC-03,319
2023-10-28,SKU-001,DC-03,72
2023-10-29,SKU-001,DC-03,165
2023-10-30,SKU-001,DC-03,507
2023-10-31,SKU-001,DC-03,182
2023-11-01,SKU-001,DC-03,253
2023-11-02,SKU-001,DC-03,351
2023-11-03,SKU-001,DC-03,258
2023-11-04,SKU-001,DC-03,131
2023-11-05,SKU-001,DC-03,181
2023-11-06,SKU-001,DC-03,120
2023-11-07,SKU-001,DC-03,252
2023-11-08,SKU-001,DC-03,190
2023-11-09,SKU-001,DC-03,118
2023-11-10,SKU-001,DC-03,371
2023-11-11,SKU-001,DC-03,63
2023-11-12,SKU-001,DC-03,76
2023-11-13,SKU-001,DC-03,291
2023-11-14,SKU-001,DC-03,378
2023-11-15,SKU-001,DC-03,167
2023-11-16,SKU-001,DC-03,121
2023-11-17,SKU-001,DC-03,180
2023-11-18,SKU-001,DC-03,48
2023-11-19,SKU-001,DC-03,181
2023-11-20,SKU-001,DC-03,256
2023-11-21,SKU-001,DC-03,179
2023-11-22,SKU-001,DC-03,284
2023-11-23,SKU-001,DC-03,195
2023-11-24,SKU-001,DC-03,62
2023-11-25,SKU-001,DC-03,166
2023-11-26,SKU-001,DC-03,143
2023-11-27,SKU-001,DC-03,341
2023-11-28,SKU-001,DC-03,138
2023-11-29,SKU-001,DC-03,237
2023-11-30,SKU-001,DC-03,145
2023-12-01,SKU-001,DC-03,223
2023-12-02,SKU-001,DC-03,133
2023-12-03,SKU-001,DC-03,142
2023-12-04,SKU-001,DC-03,236
2023-12-05,SKU-001,DC-03,506
2023-12-06,SKU-001,DC-03,206
2023-12-07,SKU-001,DC-03,339
2023-12-08,SKU-001,DC-03,114
2023-12-09,SKU-001,DC-03,120
2023-12-10,SKU-001,DC-03,90
2023-12-11,SKU-001,DC-03,197
2023-12-12,SKU-001,DC-03,305
2023-12-13,SKU-001,DC-03,164
2023-12-14,SKU-001,DC-03,263
2023-12-15,SKU-001,DC-03,285
2023-12-16,SKU-001,DC-03,118
2023-12-17,SKU-001,DC-03,105
2023-12-18,SKU-001,DC-03,143
2023-12-19,SKU-001,DC-03,269
2023-12-20,SKU-001,DC-03,241
2023-12-21,SKU-001,DC-03,444
2023-12-22,SKU-001,DC-03,273
2023-12-23,SKU-001,DC-03,47
2023-12-24,SKU-001,DC-03,131
2023-12-25,SKU-001,DC-03,172
2023-12-26,SKU-001,DC-03,321
2023-12-27,SKU-001,DC-03,192
2023-12-28,SKU-001,DC-03,295
2023-12-29,SKU-001,DC-03,278
2023-12-30,SKU-001,DC-03,129
2023-12-31,SKU-001,DC-03,133
2024-01-01,SKU-001,DC-03,141
2024-01-02,SKU-001,DC-03,272
2024-01-03,SKU-001,DC-03,184
2024-01-04,SKU-001,DC-03,90
2024-01-05,SKU-001,DC-03,198
2024-01-06,SKU-001,DC-03,149
2024-01-07,SKU-001,DC-03,117
2024-01-08,SKU-001,DC-03,83
2024-01-09,SKU-001,DC-03,229
2024-01-10,SKU-001,DC-03,123
2024-01-11,SKU-001,DC-03,286
2024-01-12,SKU-001,DC-03,266
2024-01-13,SKU-001,DC-03,147
2024-01-14,SKU-001,DC-03,95
2024-01-15,SKU-001,DC-03,259
2024-01-16,SKU-001,DC-03,158
2024-01-17,SKU-001,DC-03,473
2024-01-18,SKU-001,DC-03,214
2024-01-19,SKU-001,DC-03,232
2024-01-20,SKU-001,DC-03,212
2024-01-21,SKU-001,DC-03,104
2024-01-22,SKU-001,DC-03,531
2024-01-23,SKU-001,DC-03,267
2024-01-24,SKU-001,DC-03,306
2024-01-25,SKU-001,DC-03,420
2024-01-26,SKU-001,DC-03,269
2024-01-27,SKU-001,DC-03,102
2024-01-28,SKU-001,DC-03,107
2024-01-29,SKU-001,DC-03,242
2024-01-30,SKU-001,DC-03,268
2024-01-31,SKU-001,DC-03,177
2024-02-01,SKU-001,DC-03,213
2024-02-02,SKU-001,DC-03,244
2024-02-03,SKU-001,DC-03,144
2024-02-04,SKU-001,DC-03,161
2024-02-05,SKU-001,DC-03,238
2024-02-06,SKU-001,DC-03,417
2024-02-07,SKU-001,DC-03,194
2024-02-08,SKU-001,DC-03,261
2024-02-09,SKU-001,DC-03,350
2024-02-10,SKU-001,DC-03,114
2024-02-11,SKU-001,DC-03,126
2024-02-12,SKU-001,DC-03,238
2024-02-13,SKU-001,DC-03,391
2024-02-14,SKU-001,DC-03,185
2024-02-15,SKU-001,DC-03,361
2024-02-16,SKU-001,DC-03,266
2024-02-17,SKU-001,DC-03,87
2024-02-18,SKU-001,DC-03,157
2024-02-19,SKU-001,DC-03,271
2024-02-20,SKU-001,DC-03,341
2024-02-21,SKU-001,DC-03,204
2024-02-22,SKU-001,DC-03,261
2024-02-23,SKU-001,DC-03,190
2024-02-24,SKU-001,DC-03,181
2024-02-25,SKU-001,DC-03,107
2024-02-26,SKU-001,DC-03,365
2024-02-27,SKU-001,DC-03,295
2024-02-28,SKU-001,DC-03,269
2024-02-29,SKU-001,DC-03,227
2024-03-01,SKU-001,DC-03,414
2024-03-02,SKU-001,DC-03,74
2024-03-03,SKU-001,DC-03,171
2024-03-04,SKU-001,DC-03,242
2024-03-05,SKU-001,DC-03,235
2024-03-06,SKU-001,DC-03,325
2024-03-07,SKU-001,DC-03,351
2024-03-08,SKU-001,DC-03,115
2024-03-09,SKU-001,DC-03,79
2024-03-10,SKU-001,DC-03,66
2024-03-11,SKU-001,DC-03,161
2024-03-12,SKU-001,DC-03,402
2024-03-13,SKU-001,DC-03,343
2024-03-14,SKU-001,DC-03,424
2024-03-15,SKU-001,DC-03,121
2024-03-16,SKU-001,DC-03,185
2024-03-17,SKU-001,DC-03,112
2024-03-18,SKU-001,DC-03,182
2024-03-19,SKU-001,DC-03,310
2024-03-20,SKU-001,DC-03,139
2024-03-21,SKU-001,DC-03,167
2024-03-22,SKU-001,DC-03,123
2024-03-23,SKU-001,DC-03,115
2024-03-24,SKU-001,DC-03,146
2024-03-25,SKU-001,DC-03,132
2024-03-26,SKU-001,DC-03,305
2024-03-27,SKU-001,DC-03,154
2024-03-28,SKU-001,DC-03,91
2024-03-29,SKU-001,DC-03,198
2024-03-30,SKU-001,DC-03,104
2024-03-31,SKU-001,DC-03,99
2024-04-01,SKU-001,DC-03,82
2024-04-02,SKU-001,DC-03,213
2024-04-03,SKU-001,DC-03,122
2024-04-04,SKU-001,DC-03,154
2024-04-05,SKU-001,DC-03,253
2024-04-06,SKU-001,DC-03,110
2024-04-07,SKU-001,DC-03,92
2024-04-08,SKU-001,DC-03,272
2024-04-09,SKU-001,DC-03,439
2024-04-10,SKU-001,DC-03,114
2024-04-11,SKU-001,DC-03,239
2024-04-12,SKU-001,DC-03,147
2024-04-13,SKU-001,DC-03,160
2024-04-14,SKU-001,DC-03,126
2024-04-15,SKU-001,DC-03,101
2024-04-16,SKU-001,DC-03,104
2024-04-17,SKU-001,DC-03,181
2024-04-18,SKU-001,DC-03,271
2024-04-19,SKU-001,DC-03,114
2024-04-20,SKU-001,DC-03,106
2024-04-21,SKU-001,DC-03,48
2024-04-22,SKU-001,DC-03,249
2024-04-23,SKU-001,DC-03,301
2024-04-24,SKU-001,DC-03,256
2024-04-25,SKU-001,DC-03,235
2024-04-26,SKU-001,DC-03,286
2024-04-27,SKU-001,DC-03,80
2024-04-28,SKU-001,DC-03,93
2024-04-29,SKU-001,DC-03,210
2024-04-30,SKU-001,DC-03,244
2024-05-01,SKU-001,DC-03,329
2024-05-02,SKU-001,DC-03,224
2024-05-03,SKU-001,DC-03,327
2024-05-04,SKU-001,DC-03,100
2024-05-05,SKU-001,DC-03,81
2024-05-06,SKU-001,DC-03,137
2024-05-07,SKU-001,DC-03,150
2024-05-08,SKU-001,DC-03,75
2024-05-09,SKU-001,DC-03,101
2024-05-10,SKU-001,DC-03,132
2024-05-11,SKU-001,DC-03,65
2024-05-12,SKU-001,DC-03,39
2024-05-13,SKU-001,DC-03,105
2024-05-14,SKU-001,DC-03,110
2024-05-15,SKU-001,DC-03,289
2024-05-16,SKU-001,DC-03,160
2024-05-17,SKU-001,DC-03,127
2024-05-18,SKU-001,DC-03,43
2024-05-19,SKU-001,DC-03,70
2024-05-20,SKU-001,DC-03,259
2024-05-21,SKU-001,DC-03,176
2024-05-22,SKU-001,DC-03,191
2024-05-23,SKU-001,DC-03,217
2024-05-24,SKU-001,DC-03,285
2024-05-25,SKU-001,DC-03,30
2024-05-26,SKU-001,DC-03,59
2024-05-27,SKU-001,DC-03,252
2024-05-28,SKU-001,DC-03,357
2024-05-29,SKU-001,DC-03,143
2024-05-30,SKU-001,DC-03,205
2024-05-31,SKU-001,DC-03,208
2024-06-01,SKU-001,DC-03,95
2024-06-02,SKU-001,DC-03,88
2024-06-03,SKU-001,DC-03,154
2024-06-04,SKU-001,DC-03,162
2024-06-05,SKU-001,DC-03,129
2024-06-06,SKU-001,DC-03,129
2024-06-07,SKU-001,DC-03,175
2024-06-08,SKU-001,DC-03,59
2024-06-09,SKU-001,DC-03,96
2024-06-10,SKU-001,DC-03,135
2024-06-11,SKU-001,DC-03,75
2024-06-12,SKU-001,DC-03,95
2024-06-13,SKU-001,DC-03,53
2024-06-14,SKU-001,DC-03,149
2024-06-15,SKU-001,DC-03,128
2024-06-16,SKU-001,DC-03,59
2024-06-17,SKU-001,DC-03,165
2024-06-18,SKU-001,DC-03,78
2024-06-19,SKU-001,DC-03,246
2024-06-20,SKU-001,DC-03,89
2024-06-21,SKU-001,DC-03,126
2024-06-22,SKU-001,DC-03,85
2024-06-23,SKU-001,DC-03,67
2024-06-24,SKU-001,DC-03,192
2024-06-25,SKU-001,DC-03,127
2024-06-26,SKU-001,DC-03,148
2024-06-27,SKU-001,DC-03,113
2024-06-28,SKU-001,DC-03,53
2024-06-29,SKU-001,DC-03,42
2024-06-30,SKU-001,DC-03,155
2024-07-01,SKU-001,DC-03,89
2024-07-02,SKU-001,DC-03,163
2024-07-03,SKU-001,DC-03,218
2024-07-04,SKU-001,DC-03,219
2024-07-05,SKU-001,DC-03,176
2024-07-06,SKU-001,DC-03,175
2024-07-07,SKU-001,DC-03,31
2024-07-08,SKU-001,DC-03,112
2024-07-09,SKU-001,DC-03,198
2024-07-10,SKU-001,DC-03,81
2024-07-11,SKU-001,DC-03,183
2024-07-12,SKU-001,DC-03,314
2024-07-13,SKU-001,DC-03,107
2024-07-14,SKU-001,DC-03,117
2024-07-15,SKU-001,DC-03,97
2024-07-16,SKU-001,DC-03,113
2024-07-17,SKU-001,DC-03,161
2024-07-18,SKU-001,DC-03,177
2024-07-19,SKU-001,DC-03,173
2024-07-20,SKU-001,DC-03,54
2024-07-21,SKU-001,DC-03,160
2024-07-22,SKU-001,DC-03,142
2024-07-23,SKU-001,DC-03,224
2024-07-24,SKU-001,DC-03,233
2024-07-25,SKU-001,DC-03,168
2024-07-26,SKU-001,DC-03,95
2024-07-27,SKU-001,DC-03,102
2024-07-28,SKU-001,DC-03,75
2024-07-29,SKU-001,DC-03,138
2024-07-30,SKU-001,DC-03,144
2024-07-31,SKU-001,DC-03,193
2024-08-01,SKU-001,DC-03,179
2024-08-02,SKU-001,DC-03,211
2024-08-03,SKU-001,DC-03,58
2024-08-04,SKU-001,DC-03,87
2024-08-05,SKU-001,DC-03,194
2024-08-06,SKU-001,DC-03,245
2024-08-07,SKU-001,DC-03,187
2024-08-08,SKU-001,DC-03,150
2024-08-09,SKU-001,DC-03,156
2024-08-10,SKU-001,DC-03,58
2024-08-11,SKU-001,DC-03,237
2024-08-12,SKU-001,DC-03,108
2024-08-13,SKU-001,DC-03,123
2024-08-14,SKU-001,DC-03,176
2024-08-15,SKU-001,DC-03,140
2024-08-16,SKU-001,DC-03,47
2024-08-17,SKU-001,DC-03,83
2024-08-18,SKU-001,DC-03,80
2024-08-19,SKU-001,DC-03,62
2024-08-20,SKU-001,DC-03,157
2024-08-21,SKU-001,DC-03,110
2024-08-22,SKU-001,DC-03,104
2024-08-23,SKU-001,DC-03,124
2024-08-24,SKU-001,DC-03,101
2024-08-25,SKU-001,DC-03,120
2024-08-26,SKU-001,DC-03,150
2024-08-27,SKU-001,DC-03,155
2024-08-28,SKU-001,DC-03,97
2024-08-29,SKU-001,DC-03,210
2024-08-30,SKU-001,DC-03,253
2024-08-31,SKU-001,DC-03,92
2024-09-01,SKU-001,DC-03,131
2024-09-02,SKU-001,DC-03,234
2024-09-03,SKU-001,DC-03,76
2024-09-04,SKU-001,DC-03,130
2024-09-05,SKU-001,DC-03,265
2024-09-06,SKU-001,DC-03,294
2024-09-07,SKU-001,DC-03,116
2024-09-08,SKU-001,DC-03,154
2024-09-09,SKU-001,DC-03,225
2024-09-10,SKU-001,DC-03,260
2024-09-11,SKU-001,DC-03,221
2024-09-12,SKU-001,DC-03,165
2024-09-13,SKU-001,DC-03,174
2024-09-14,SKU-001,DC-03,46
2024-09-15,SKU-001,DC-03,108
2024-09-16,SKU-001,DC-03,108
2024-09-17,SKU-001,DC-03,293
2024-09-18,SKU-001,DC-03,99
2024-09-19,SKU-001,DC-03,187
2024-09-20,SKU-001,DC-03,132
2024-09-21,SKU-001,DC-03,90
2024-09-22,SKU-001,DC-03,167
2024-09-23,SKU-001,DC-03,143
2024-09-24,SKU-001,DC-03,172
2024-09-25,SKU-001,DC-03,218
